Simulation,Portfolio Size,Return (%),Sharpe Ratio,Portfolio
97,5,55.69242500167814,1.1469665683113823,"{'RIVN': 0.034843568648538506, 'NFLX': 0.06468024705569565, 'T': 0.0113389426413931, 'JPM': 0.04668403625057682, 'SHOP': 0.8424532054037959}"
98,8,47.60432390071133,1.8119397183519834,"{'PFE': 0.1161190533076683, 'PBR': 0.2040473208720882, 'JPM': 0.08024046194649546, 'HOOD': 0.38666888423249024, 'EGO': 0.003038620408331322, 'INTC': 0.0599390177079377, 'CSCO': 0.11812754561303433, 'PYPL': 0.03181909591195446}"
99,4,87.97029630580516,1.823411732761142,"{'AAL': 0.03137602879712739, 'AMZN': 0.043966576789115946, 'HOOD': 0.856250338036959, 'EGO': 0.06840705637679777}"
100,9,65.4791578475295,1.935212580435663,"{'NFLX': 0.07091972170366206, 'RIVN': 0.09853687468535828, 'GM': 0.1355913142570043, 'PLTR': 0.261701435093468, 'T': 0.014352855356293761, 'PBR': 0.05081014268383642, 'UBER': 0.059042273448278525, 'PLUG': 0.004915862676750881, 'CCL': 0.30412952009534766}"
101,10,35.97459477805444,1.2649413735119146,"{'DNA': 0.022201825075230136, 'T': 0.01517945340858936, 'BABA': 0.0034599932457643865, 'CCL': 0.29217069975631266, 'LUMN': 0.11513318378049386, 'PYPL': 0.16510829858046963, 'NIO': 0.017669965598368285, 'AMZN': 0.08917190516681488, 'VZ': 0.060475197011655796, 'WFC': 0.21942947837630106}"
102,10,46.61028054716066,1.6401782401816194,"{'PINS': 0.028814803396199316, 'AMZN': 0.0397123820753808, 'RIVN': 0.030399466037348343, 'AAPL': 0.03897828108484864, 'JD': 0.01755390375271538, 'SHOP': 0.20024679380265625, 'CCL': 0.22120571539732073, 'UBER': 0.2945984875352924, 'GOOGL': 0.08989579434804974, 'WFC': 0.03859437257018857}"
103,5,89.08540813184771,2.3828797265963084,"{'NVDA': 0.5774267010078131, 'SNAP': 0.020435189449582624, 'NU': 0.23800856755655053, 'VALE': 0.01018361763651389, 'SHOP': 0.1539459243495398}"
104,5,108.07963058013456,1.9030261494522376,"{'PLTR': 0.35298592135324386, 'F': 0.09308668998723331, 'JD': 0.005341359332349856, 'WFC': 0.07227946991562142, 'COIN': 0.4763065594115516}"
105,8,48.851735125849736,1.4173989770267175,"{'PLUG': 0.037319080270748865, 'AAPL': 0.06701513326722376, 'BABA': 0.09710716245655313, 'LUMN': 0.24444955123072207, 'NVDA': 0.2715622689586229, 'PBR': 0.2069781498203761, 'PFE': 0.06528857108208005, 'DNA': 0.010280082913673242}"
106,8,71.86986622494832,2.112886702436602,"{'AMD': 0.05078945288756913, 'KO': 0.10541283696262307, 'MSFT': 0.3017507247658274, 'GOOGL': 0.035763454891699055, 'CSCO': 0.00033531832127851527, 'PLTR': 0.41524673369440673, 'LYFT': 0.04886659742053789, 'PYPL': 0.04183488105605811}"
107,3,31.047845837147968,1.4261833699321402,"{'SNAP': 0.01074442656353789, 'PFE': 0.01694469938860767, 'MSFT': 0.9723108740478544}"
108,12,36.70019757403871,1.8361505310053903,"{'WFC': 0.027758576730228555, 'NOK': 0.06811026225293225, 'VALE': 0.018450006112400268, 'META': 0.27739708893188897, 'LYFT': 0.052268943423448816, 'PYPL': 0.18328002684985198, 'CCL': 0.05171657783682538, 'MSFT': 0.036849692041926396, 'BABA': 0.015886657137432134, 'JD': 0.013295748317165719, 'PBR': 0.09968535225949386, 'CSCO': 0.1553010681064056}"
109,12,52.53448556575433,1.6820874003215496,"{'GM': 0.0005294417834867226, 'INTC': 0.03052159425391388, 'XOM': 0.0036110243092359047, 'LCID': 0.01863790513770886, 'CSCO': 0.11645965586992175, 'WFC': 0.17850630784263086, 'PINS': 0.033473432217544966, 'COIN': 0.1316170184592225, 'SHOP': 0.17033763227910131, 'BABA': 0.11704493016154949, 'VALE': 0.00012507547521057384, 'HOOD': 0.19913598221047313}"
110,5,26.912734469831552,0.7674138026939509,"{'PLUG': 0.0002199377973406416, 'RIVN': 0.12748073959917378, 'SNAP': 0.08029334165857795, 'AMD': 0.5360467951980035, 'PINS': 0.2559591857469042}"
111,6,81.30125442184543,1.7180297506065088,"{'VZ': 0.1268068796995136, 'F': 0.02371272728064976, 'NU': 0.016053751508661753, 'LCID': 0.16980542032724863, 'PLTR': 0.5941266386776773, 'AAPL': 0.0694945825062489}"
112,4,32.51324928272405,0.8601012951528175,"{'AMD': 0.7591959311344594, 'INTC': 0.014677983526702403, 'C': 0.18110307444312546, 'PYPL': 0.04502301089571272}"
113,10,75.34877518143271,2.1668650398623504,"{'PLTR': 0.24975322995563035, 'AMD': 0.16740520305406187, 'EGO': 0.08703930773589494, 'WFC': 0.02840817011786976, 'NFLX': 0.040465084993312625, 'HOOD': 0.21226410608858648, 'SHOP': 0.15251013933517607, 'INTC': 0.050928965093315445, 'BABA': 0.002654461193664991, 'KO': 0.008571332432487434}"
114,6,20.83977937296589,0.7483373312390789,"{'VZ': 0.16808121143156218, 'KO': 0.013403843996813113, 'BABA': 0.06608615688817275, 'DIS': 0.037844872169326894, 'EGO': 0.491614677984121, 'LYFT': 0.22296923753000422}"
115,9,68.22026414274795,2.1658613058752896,"{'SNAP': 0.009197392281746741, 'NIO': 0.015803644672844896, 'LYFT': 0.1557016787723688, 'NVDA': 0.2661528768731242, 'XOM': 0.01483880402873643, 'META': 0.2559773957564714, 'AAPL': 0.01487583933069177, 'CCL': 0.2126045555443596, 'NFLX': 0.05484781273965609}"
116,8,96.65792882107102,2.7608928278195797,"{'F': 0.00012393376087564882, 'AMZN': 0.18656474882497656, 'SOFI': 0.009482788017563994, 'META': 0.16412827299062616, 'EGO': 0.06449808545073842, 'PLTR': 0.31580577143141775, 'WFC': 0.009091274079806713, 'NVDA': 0.25030512544399464}"
117,10,50.04962894184659,1.7088524271742858,"{'F': 0.05258254570222509, 'META': 0.3321289795800567, 'SOFI': 0.18448406256886454, 'BABA': 0.12066437023734895, 'EGO': 0.04878437040665856, 'VALE': 0.023035188215466174, 'AMD': 0.07953662763720812, 'DIS': 0.007651963079740721, 'LCID': 0.028917412994001343, 'LUMN': 0.12221447957842976}"
118,8,34.677496127627805,1.187415686213511,"{'DNA': 0.05426322234195911, 'SHOP': 0.3472693656516932, 'AAL': 0.02586112368019855, 'NU': 0.18475178146197832, 'VALE': 0.019998021327551525, 'NIO': 0.0408136858550764, 'T': 0.18836425955249098, 'BAC': 0.13867854012905187}"
119,3,23.227594847894956,1.1205443155833714,"{'NOK': 0.041735419310625105, 'AAPL': 0.9300378139739905, 'VALE': 0.028226766715384315}"
120,8,60.76567681034128,1.177207304674521,"{'DNA': 0.038222168527158845, 'COIN': 0.2744263100393954, 'SNAP': 0.11305929079987016, 'PINS': 0.024338812553657885, 'LUMN': 0.29588505509528085, 'INTC': 0.014201840366527914, 'CCL': 0.17216982070654913, 'WBD': 0.06769670191155978}"
121,5,56.22134252326511,1.6051689446531199,"{'AMZN': 0.31553892315622967, 'SOFI': 0.46705696620574116, 'WFC': 0.15835282114882995, 'BAC': 0.04354829195683684, 'KO': 0.015502997532362275}"
122,5,45.207824032307286,1.158068111034914,"{'PBR': 0.1547196634138118, 'JPM': 0.07101830261087198, 'SHOP': 0.6659912240597848, 'XOM': 0.00923842503389435, 'VALE': 0.09903238488163714}"
123,7,24.921920747326457,1.0784540830778446,"{'XOM': 0.001039433143843915, 'WBD': 0.004688810252380024, 'JD': 0.09718193886994003, 'GOOG': 0.338080457146145, 'CSCO': 0.112192166933531, 'AMD': 0.2785286707615897, 'DIS': 0.16828852289257049}"
124,10,25.216319330745772,1.2710417705605181,"{'VALE': 0.03008960319706933, 'DIS': 0.003962948045531392, 'BABA': 0.060063817226979385, 'MSFT': 0.1733275569101213, 'NFLX': 0.2035590353085494, 'SNAP': 0.1413685299920237, 'T': 0.11845022929368204, 'WBD': 0.04474932990580608, 'NIO': 0.02620389676840232, 'EGO': 0.19822505335183502}"
125,7,82.06167783429325,2.3089989643529694,"{'BAC': 0.062346980787535734, 'GOOGL': 0.12679988755205887, 'NU': 0.2764813092554666, 'PLTR': 0.4212203432870066, 'BABA': 0.04230407495424937, 'T': 0.06264134793193589, 'VZ': 0.008206056231746903}"
126,4,41.08844003020971,1.333021112971132,"{'AAPL': 0.020918531545681823, 'LCID': 0.11148418572754115, 'NFLX': 0.8624468817858669, 'BAC': 0.005150400940910111}"
127,11,51.708638212553915,1.670135582812506,"{'META': 0.0794553046147408, 'PLUG': 0.16924664851497806, 'JPM': 0.06965561090644858, 'WFC': 0.0043858469906162935, 'GOOGL': 0.1484029857227861, 'VALE': 0.001062901582801149, 'NVDA': 0.3829765762146348, 'EGO': 0.08558671853049807, 'XOM': 0.03888820749208621, 'LUMN': 0.013194142081663316, 'DNA': 0.00714505734874656}"
128,10,51.74885029845394,1.8935050365608532,"{'VALE': 0.04073420852619865, 'NIO': 0.03553624705865267, 'DNA': 0.004774902145243678, 'NU': 0.17827254378327945, 'F': 0.0901615774122221, 'LCID': 0.002553364749215186, 'AAPL': 0.12567796483604432, 'NVDA': 0.208487969215608, 'BABA': 0.08824612407161317, 'SOFI': 0.22555509820192268}"
129,5,22.453327433311237,0.7339014230342377,"{'AMD': 0.6334531878726088, 'JD': 0.009545840795287277, 'XOM': 0.04993872571272648, 'VZ': 0.22518175516023167, 'VALE': 0.08188049045914583}"
130,10,45.445318197794094,1.251985629397561,"{'NOK': 0.22633770518924762, 'KO': 0.010728521424737862, 'RIVN': 0.009200121418298558, 'EGO': 0.14303653021557994, 'DNA': 0.04775037344233347, 'LYFT': 0.259478943243362, 'F': 0.030990663222739207, 'PLTR': 0.26427277241475294, 'PLUG': 0.005412534483556907, 'NIO': 0.0027918349453913464}"
131,6,23.940824992765812,0.8425667686177123,"{'PLUG': 0.06766122386918472, 'F': 0.05798739509815128, 'T': 0.014578646112052717, 'DNA': 0.032551504131460525, 'WFC': 0.4299765921586531, 'AMD': 0.39724463863049786}"
132,7,31.043320889680675,1.1185437180035893,"{'F': 0.1337661743981455, 'DNA': 0.04206679687039474, 'VZ': 0.10595188500901699, 'WBD': 0.07309776029604909, 'PLUG': 0.0030514447022726055, 'AMD': 0.29730631380365236, 'NU': 0.34475962492046863}"
133,6,95.3473404202452,2.1569167558067672,"{'NFLX': 0.21376498700345736, 'AAPL': 0.03269132506064175, 'F': 0.003651761075999938, 'COIN': 0.3791765799631467, 'NVDA': 0.338519517778207, 'CSCO': 0.03219582911854726}"
134,10,51.29038035293468,1.2827483529063364,"{'SOFI': 0.0940362233390276, 'GOOG': 0.18783354622530518, 'LCID': 0.014694801126106749, 'PBR': 0.06063411328303785, 'WBD': 0.02178969972522088, 'LYFT': 0.040050810381770476, 'NU': 0.08874148047805518, 'TSLA': 0.18122666770333473, 'RIVN': 0.039945939984009804, 'LUMN': 0.27104671775413147}"
135,11,68.73915697962222,2.4125976605897708,"{'T': 0.01627238035779401, 'KO': 0.024257498820663793, 'BABA': 0.038220399425534124, 'GOOG': 0.02281158968341416, 'PLTR': 0.25631439993121585, 'WFC': 0.1323675784531146, 'CSCO': 0.2067608222275481, 'NVDA': 0.11037342602080023, 'DIS': 0.016051148672690033, 'TSLA': 0.15468748326234696, 'NFLX': 0.0218832731448781}"
136,9,69.09363563356308,1.9223217249988298,"{'GOOG': 0.08064893868756731, 'SHOP': 0.07309135579603429, 'PLTR': 0.3207093005944632, 'WBD': 0.07651474712434758, 'TSLA': 0.2212681984286381, 'BAC': 0.0611951540688268, 'LCID': 0.0487179584769772, 'UBER': 0.03263788671185608, 'VZ': 0.08521646011128949}"
137,10,65.81699978471558,1.7638044374336375,"{'VALE': 0.008359624851130983, 'NOK': 0.017168304814207384, 'T': 0.0612618608478265, 'PFE': 0.02779626605510956, 'LUMN': 0.2474200235456477, 'VZ': 0.09088005545704911, 'PLTR': 0.1630457024224497, 'GM': 0.07608340412026572, 'UBER': 0.1373306063501303, 'NVDA': 0.170654151536183}"
138,9,58.071142673632224,2.022976988111289,"{'META': 0.18554162586285297, 'AMZN': 0.16149188689284677, 'TSLA': 0.2741887277477602, 'WFC': 0.0064109726626225515, 'SNAP': 0.029033858975612357, 'BABA': 0.057913853337708286, 'AAL': 0.032686715040187886, 'XOM': 0.009592312910633786, 'NU': 0.24314004656977528}"
139,3,17.35170050133217,0.4151687045881464,"{'DIS': 0.03072531832240699, 'PINS': 0.9651044868091205, 'XOM': 0.004170194868472439}"
140,7,61.36636331409812,2.0869927312223493,"{'CSCO': 0.2896293389393426, 'PLTR': 0.3724228875969384, 'PFE': 0.0067371224714204555, 'PYPL': 0.04329134236057639, 'F': 0.046452432384617943, 'KO': 0.10895336561739623, 'C': 0.13251351062970773}"
141,9,79.33195874348019,2.315094718105289,"{'PLTR': 0.41216898334193997, 'JPM': 0.024291089177034497, 'SHOP': 0.0006432223274926001, 'WFC': 0.12926256964451832, 'NVDA': 0.12245493032349418, 'PYPL': 0.10763055637750897, 'VALE': 0.008367523749615904, 'CSCO': 0.1537832913701771, 'WBD': 0.041397833688218394}"
142,3,58.275903971029486,1.5088046588714241,"{'NU': 0.9529773856923609, 'VALE': 0.03826739720396169, 'LCID': 0.0087552171036774}"
143,9,44.46243941872613,1.348223864415989,"{'JD': 0.009223808424464353, 'RIVN': 0.27033514898640043, 'NVDA': 0.2708452503836002, 'AAL': 0.04480977753003518, 'NIO': 0.02791896725442492, 'MSFT': 0.3061088650510487, 'PLUG': 0.017220841890325314, 'AMD': 0.05137222518383347, 'SNAP': 0.002165115295867521}"
144,3,47.836860137020366,1.7630236024497974,"{'UBER': 0.3201912821636956, 'BAC': 0.0011745374809084613, 'AMZN': 0.678634180355396}"
145,8,40.25162318445608,1.6488149549702529,"{'UBER': 0.3184737504817354, 'PINS': 0.026997321436912178, 'MSFT': 0.11447711649346232, 'PFE': 0.04117400564823143, 'CSCO': 0.01642699998429062, 'T': 0.11486124652870788, 'CCL': 0.33094739145367175, 'WFC': 0.03664216797298835}"
146,4,18.472191451598196,0.33977197167975415,"{'LYFT': 0.758984579863647, 'CSCO': 0.1405133565024391, 'PFE': 0.011119803367008298, 'T': 0.08938226026690557}"
147,5,25.462212293211177,1.4076252673844287,"{'KO': 0.004599995304501434, 'AAL': 0.01950866376047882, 'MSFT': 0.40560745802124626, 'INTC': 0.007299269682092704, 'BAC': 0.5629846132316807}"
148,11,51.77470478084909,1.7929573781990016,"{'COIN': 0.15388959608058522, 'AAPL': 0.12380436313406377, 'SHOP': 0.1414180857270322, 'C': 0.116471084872466, 'AAL': 0.03028388037884617, 'VALE': 0.02213431435889218, 'F': 0.02807751889785083, 'INTC': 0.0022819187020549463, 'CCL': 0.15086617412757092, 'UBER': 0.12300948338396431, 'GOOG': 0.10776358033667348}"
149,7,35.07025815248534,0.9851231869471243,"{'GOOGL': 0.2318143415767282, 'DNA': 0.052816173055829765, 'LYFT': 0.002438249262936456, 'TSLA': 0.3914678086577561, 'LCID': 0.080979606954426, 'PYPL': 0.23328598945631143, 'JD': 0.007197831036012007}"
150,4,67.43198485057617,1.3251467111617872,"{'TSLA': 0.8068533418626441, 'MSFT': 0.01379316419842174, 'CCL': 0.029021864167881217, 'SHOP': 0.15033162977105305}"
151,9,23.117378067553346,1.0230041800715741,"{'AAL': 0.06436283391807636, 'VALE': 0.03437702261190386, 'XOM': 0.09435327794366548, 'LCID': 0.002005088353654531, 'LYFT': 0.12597159100726482, 'AMD': 0.1946376629409721, 'JD': 0.05977627566534225, 'EGO': 0.1851826305229733, 'PBR': 0.2393336170361474}"
152,3,91.81708126974284,1.822660537587815,"{'NFLX': 0.08177058764483833, 'PFE': 0.013804618283981515, 'HOOD': 0.9044247940711801}"
153,10,62.19498976730479,2.226716699910066,"{'T': 0.0863429231832673, 'EGO': 0.08200458645098561, 'SHOP': 0.13694929842295528, 'META': 0.22678246930114143, 'VALE': 0.07498751982683069, 'PLTR': 0.20370509024192238, 'RIVN': 0.06218081393267763, 'GOOG': 0.11079135054010174, 'WBD': 0.006593614413897442, 'MSFT': 0.009662333686220345}"
154,5,87.77438708162421,2.19704558379346,"{'NVDA': 0.626715445037528, 'RIVN': 0.05317677877040248, 'SOFI': 0.19098179698027773, 'LYFT': 0.11980265965355963, 'AAPL': 0.009323319558232132}"
155,10,46.39946693252288,1.983133039025343,"{'C': 0.07462773977085711, 'JD': 0.0064881870965244155, 'PINS': 0.028369235819349636, 'DIS': 0.10519685101942546, 'NVDA': 0.2638021311732384, 'T': 0.16187583860450203, 'LYFT': 0.002544836107911825, 'AMD': 0.1631739223556892, 'SNAP': 0.025136401951712423, 'GM': 0.1687848561007895}"
156,6,55.418319235300594,1.601019470248329,"{'PBR': 0.13940814343555727, 'CCL': 0.2858377128828456, 'TSLA': 0.4383410573547682, 'AMD': 0.04557174433099109, 'GM': 0.054246858191739494, 'JPM': 0.0365944838040984}"
157,5,60.71010692234464,1.2852823145062198,"{'EGO': 0.05754801827877645, 'SHOP': 0.2445647193703337, 'PFE': 0.030087951482440933, 'PLUG': 0.03379915498215805, 'SOFI': 0.6340001558862909}"
158,8,51.750070366512766,1.6115063669628147,"{'C': 0.25765590766504237, 'LCID': 0.08565105047619752, 'INTC': 0.1569312155256304, 'NOK': 0.060944981861547155, 'AAL': 0.011487426155795047, 'VZ': 0.09737492407714794, 'DNA': 0.0008716278194329054, 'PLTR': 0.3290828664192067}"
159,9,42.373855240582216,1.3822970472835003,"{'GOOG': 0.02387500982883699, 'DIS': 0.02227945214591867, 'NU': 0.19816126251803817, 'UBER': 0.31747521457480415, 'LUMN': 0.16613703895678966, 'VALE': 0.026208083203491238, 'WFC': 0.06089803692636749, 'DNA': 0.01104634815170112, 'PINS': 0.17391955369405246}"
160,8,76.0594089126969,2.4024287368385187,"{'KO': 0.01870762950765225, 'META': 0.16016586825854795, 'TSLA': 0.14739916252773747, 'JD': 0.09766031784909729, 'NVDA': 0.4385493331342645, 'WFC': 0.08022892398017753, 'AAL': 0.037778546095135916, 'AMZN': 0.01951021864738721}"
161,11,39.11532024373412,1.3674543948399922,"{'VZ': 0.10154476965195845, 'SNAP': 0.1743677421336328, 'LCID': 0.003775085232773554, 'CSCO': 0.02278299970971032, 'PFE': 0.035739739032983206, 'META': 0.23550278301287653, 'DIS': 0.07556257857967669, 'DNA': 0.045521270212713835, 'TSLA': 0.21078587849461283, 'RIVN': 0.05488349109726424, 'JPM': 0.039533662841797754}"
162,12,70.91781705877438,1.8962762858087323,"{'NU': 0.2169331230441888, 'BAC': 0.004631059393362316, 'GOOGL': 0.08262047242585943, 'SHOP': 0.08809112183579994, 'LCID': 0.015326357617521106, 'AMD': 0.14408235185350063, 'T': 0.007193981076398666, 'PBR': 0.04660111449148001, 'HOOD': 0.15037610594648607, 'COIN': 0.23001919963529593, 'NOK': 0.001242493146035541, 'EGO': 0.012882619534071488}"
163,7,46.46731872953369,1.2818666950645494,"{'NU': 0.33507031952903943, 'LCID': 0.03714727184886779, 'PYPL': 0.04928356925508174, 'F': 0.05196821189809996, 'VALE': 0.0342470091684781, 'TSLA': 0.34953774806432836, 'RIVN': 0.14274587023610466}"
164,8,40.372954011216635,1.557371651726704,"{'AMZN': 0.22309241848376704, 'AAPL': 0.2341756275382655, 'VALE': 0.011660789605054492, 'EGO': 0.10066751643343651, 'SHOP': 0.306219971851254, 'PINS': 0.035283866837888395, 'PYPL': 0.018450281060006565, 'GM': 0.07044952819032757}"
165,10,47.31029261603112,1.7836296440675405,"{'AAL': 0.06920933705755579, 'VALE': 0.039381157625926734, 'BABA': 0.040349732814183255, 'GM': 0.1871436883693384, 'NFLX': 0.17371260883210535, 'HOOD': 0.21661474038383935, 'TSLA': 0.18535696029700985, 'PFE': 0.023259105182812805, 'VZ': 0.06213449346519616, 'PLUG': 0.002838175972032291}"
166,3,28.429807870662348,1.1300662850998457,"{'LCID': 0.0038773904812345983, 'BAC': 0.18197743046694248, 'C': 0.8141451790518229}"
167,6,51.226061409575216,1.4339996805824964,"{'AMD': 0.14252405426424058, 'AAPL': 0.05818844825228796, 'T': 0.004924851276164769, 'SOFI': 0.46718713818492763, 'AAL': 0.108030009194489, 'GOOGL': 0.2191454988278902}"
168,12,35.357691415641256,1.498494876671116,"{'PBR': 0.1887539966674145, 'C': 0.067007006579509, 'AMZN': 0.2151544227737345, 'VZ': 0.05511946117711536, 'DNA': 0.010282532493972873, 'PFE': 0.024286560253715235, 'AMD': 0.2076734756115814, 'UBER': 0.037074997428699734, 'PLUG': 0.020929995875019914, 'PYPL': 0.014691862695362094, 'SHOP': 0.1507606312965912, 'LYFT': 0.008265057147284063}"
169,11,31.086083325556412,1.472791092644016,"{'MSFT': 0.056251616563963464, 'GM': 0.11680474639004489, 'JPM': 0.202504383396027, 'DNA': 0.025924276845716514, 'XOM': 0.02570462310233235, 'EGO': 0.16801262840295586, 'INTC': 0.00944844250129764, 'PLUG': 0.03202201193982756, 'TSLA': 0.144093278879659, 'C': 0.20069107830521676, 'VZ': 0.01854291367295913}"
170,6,51.55992829034223,1.7749346496012885,"{'PFE': 0.03485602345945276, 'NOK': 0.008805509736992836, 'UBER': 0.36493572097853283, 'GM': 0.005359976604118456, 'WFC': 0.0659281265528175, 'NU': 0.5201146426680856}"
171,3,18.02205632402539,0.2741521451135377,"{'LYFT': 0.918114195723728, 'PYPL': 0.033850859549618126, 'WBD': 0.04803494472665388}"
172,11,49.35113165526751,1.716096653969548,"{'SNAP': 0.2119852334879253, 'BABA': 0.09352211928221794, 'NVDA': 0.2617579067344486, 'UBER': 0.07397889421227967, 'GOOG': 0.04358670459021593, 'RIVN': 0.04063194305479206, 'DIS': 0.029056607512436838, 'CSCO': 0.09006318242414937, 'NOK': 0.04362422277505202, 'TSLA': 0.11082777031897928, 'F': 0.0009654156075029801}"
173,9,36.81383012879207,2.0782976358381293,"{'BABA': 0.019508138991622816, 'WFC': 0.2116443282812204, 'JPM': 0.07256338473836091, 'PBR': 0.21065708883178905, 'PFE': 0.0014454779847477392, 'BAC': 0.032519808835200614, 'UBER': 0.21343302687503515, 'AMZN': 0.09001175831235954, 'MSFT': 0.1482169871496636}"
174,3,30.12782596720446,1.399561700393082,"{'LCID': 0.006676517905149262, 'WBD': 0.042290514253474513, 'MSFT': 0.9510329678413763}"
175,3,117.91070661718793,1.4001257115534211,"{'META': 0.00663303779199495, 'COIN': 0.9678089776634338, 'TSLA': 0.02555798454457126}"
176,11,54.025605434368174,1.7705209033345222,"{'VZ': 0.10137808788688783, 'PLTR': 0.2346583929129404, 'GM': 0.019913477055344443, 'MSFT': 0.02163075416037644, 'GOOG': 0.10513044953481232, 'PYPL': 0.09643240423717753, 'DIS': 0.03790722712042698, 'SHOP': 0.20601490436267972, 'SNAP': 0.129217249188869, 'JD': 0.002666463270049359, 'VALE': 0.04505059027043602}"
177,3,73.53332568474904,1.1999564647498981,"{'JD': 0.0015306784437342852, 'DNA': 0.0032127997054293574, 'SOFI': 0.9952565218508364}"
178,3,24.544262308001386,1.1604769252769997,"{'AAL': 0.05037954128771464, 'RIVN': 0.02015233226589384, 'AAPL': 0.9294681264463915}"
179,12,52.901613043709396,2.2055644716070404,"{'AAL': 0.005131749707216445, 'NOK': 0.1134066369127503, 'DNA': 0.0020281563986864117, 'HOOD': 0.06438058945752899, 'PFE': 0.07818958835228787, 'VZ': 0.05744234731971077, 'DIS': 0.006887052929900526, 'C': 0.039033012406565516, 'SHOP': 0.10668366210715396, 'NVDA': 0.22482700394129856, 'EGO': 0.1163430003597039, 'CCL': 0.1856472001071968}"
180,3,34.07209688650777,0.7345240615066336,"{'PLUG': 0.004031551521125942, 'AMD': 0.9804519264941428, 'F': 0.01551652198473123}"
181,3,33.62145017875843,1.2094333763333363,"{'WFC': 0.9477278157506625, 'LYFT': 0.041671836269254435, 'VZ': 0.010600347980083075}"
182,3,68.9087103158725,1.1979630190326978,"{'SOFI': 0.9250779891350139, 'INTC': 0.018885498305045788, 'NOK': 0.0560365125599403}"
183,10,46.503970255326635,1.1323926457028457,"{'COIN': 0.33894472024171274, 'KO': 0.02903691689237453, 'PFE': 0.05376111145557726, 'INTC': 0.039979468330545914, 'DNA': 0.15626831332981755, 'PBR': 0.021577539989776566, 'JPM': 0.2221821107407003, 'AAPL': 0.07779572305557636, 'CSCO': 0.0032254449922101236, 'NFLX': 0.057228650971708823}"
184,11,56.65440530236848,1.9719723151777604,"{'AAPL': 0.015075942590141696, 'GOOGL': 0.24087400213851468, 'DNA': 0.010070019463823104, 'SNAP': 0.032142069115858415, 'KO': 0.07103501243040017, 'SOFI': 0.07933735878625749, 'BABA': 0.015043091965600212, 'HOOD': 0.2893424985177447, 'WFC': 0.048369142362990794, 'AMZN': 0.06444849246786542, 'CCL': 0.13426237016080347}"
185,9,51.585374999273405,1.8137378662793686,"{'GM': 0.0030407446352041117, 'NFLX': 0.24663178293761248, 'NIO': 0.04362642906556731, 'NU': 0.3918416782464145, 'VZ': 0.03455282285197216, 'TSLA': 0.11937253607469164, 'AMD': 0.03189552595841891, 'SNAP': 0.035303386246388534, 'LUMN': 0.09373509398373034}"
186,4,46.90460669174661,1.5904504888839632,"{'JD': 0.007720515718664358, 'AAPL': 0.010978053507316827, 'AMZN': 0.9699367115331734, 'F': 0.011364719240845571}"
187,12,73.08531179428151,2.2410039508874897,"{'LUMN': 0.032275996210462336, 'F': 0.02315337320214553, 'AAPL': 0.08354416621885022, 'GOOGL': 0.07014748444746641, 'PLTR': 0.2012007355463993, 'KO': 0.04349854234974283, 'GM': 0.011159491602566629, 'AMZN': 0.004279686606299033, 'HOOD': 0.20585059458954852, 'CCL': 0.16157961998176437, 'AAL': 0.044876605116068655, 'TSLA': 0.1184337041286861}"
188,5,76.3382211119584,1.2860926541525939,"{'UBER': 0.0032470777996604205, 'GOOGL': 0.0974937968491487, 'COIN': 0.593958239648719, 'RIVN': 0.17962828179005286, 'JD': 0.1256726039124192}"
189,10,56.49545404102516,2.064660168950709,"{'LCID': 0.03147458538335326, 'PBR': 0.21710354099349824, 'PLTR': 0.3002724458037061, 'GM': 0.03152925758409274, 'JPM': 0.1524514235841446, 'SNAP': 0.04739773143399656, 'PLUG': 0.004277317026503943, 'KO': 0.000627990884081157, 'DIS': 0.144791278411924, 'VZ': 0.07007442889469921}"
190,6,44.5759340250333,1.3406261355322349,"{'UBER': 0.3678578174438524, 'NIO': 0.012576898820993793, 'SHOP': 0.35438400148648097, 'SNAP': 0.11802362443906297, 'GM': 0.1270035825303349, 'T': 0.020154075279275093}"
191,6,42.22772987806819,0.9421684006760761,"{'INTC': 0.05273481646298204, 'LYFT': 0.03381787258014703, 'TSLA': 0.6626522527825105, 'NIO': 0.07371943919842043, 'BABA': 0.1492852246110746, 'DNA': 0.027790394364865367}"
192,6,16.989866445306873,0.7123326335805326,"{'JD': 0.02085877896786459, 'PLUG': 0.0018753303895259704, 'BAC': 0.3875322624355404, 'PYPL': 0.0032232465659174396, 'KO': 0.13788313161861426, 'PINS': 0.4486272500225373}"
193,10,76.32704443885856,2.506211484907886,"{'CSCO': 0.06092399166242435, 'PLTR': 0.13612245122848163, 'HOOD': 0.2612467774429467, 'AAL': 0.0479254998571146, 'INTC': 0.01883428969854733, 'SOFI': 0.06778677238252528, 'META': 0.2858772980570889, 'WFC': 0.062243252404432264, 'JD': 0.040857929661971375, 'EGO': 0.018181737604467386}"
194,6,89.90011578486096,2.074319639341164,"{'PLTR': 0.4493928216124284, 'DNA': 0.0017382368989580397, 'JPM': 0.03658163343919512, 'KO': 0.12101733007400559, 'BAC': 0.024518823665504258, 'TSLA': 0.3667511543099087}"
