Simulation,Portfolio Size,Return (%),Sharpe Ratio,Portfolio
15,3,46.323867695875606,1.5551171483182213,"{'PYPL': 0.0035817570629332806, 'NIO': 0.018096818219549095, 'AMZN': 0.9783214247175176}"
16,4,44.09098495521858,0.5369952977614085,"{'LUMN': 0.7160061266682058, 'PINS': 0.14634814408508384, 'RIVN': 0.10255337995853338, 'PLUG': 0.0350923492881771}"
17,3,37.21162307833007,1.7053168309066202,"{'PLUG': 8.86507897409235e-05, 'JPM': 0.9768803032972982, 'SNAP': 0.023031045912960797}"
18,9,53.98583150490616,2.0171936255596568,"{'HOOD': 0.27946337467992727, 'DIS': 0.17714189811147515, 'META': 0.2281948963605932, 'LYFT': 0.07809998398599567, 'T': 0.09189606934657582, 'WBD': 0.0016270371298721586, 'TSLA': 0.08036367908252147, 'PFE': 0.05616133593133827, 'LCID': 0.007051725371700965}"
19,10,48.51552977104633,1.176817897965044,"{'LCID': 0.004413001096373571, 'DNA': 0.09103256407819003, 'BAC': 0.004857551602246811, 'INTC': 0.0472295948003695, 'SOFI': 0.23848372470075904, 'PYPL': 0.2194135010398184, 'GOOG': 0.13059948899546922, 'COIN': 0.21878978762570186, 'SNAP': 0.04298906567551237, 'F': 0.0021917203855594}"
20,7,51.44936576026775,1.8484848705806858,"{'UBER': 0.11022711826061153, 'BABA': 0.02745481596156538, 'HOOD': 0.40045332076343726, 'INTC': 0.02223385551893178, 'EGO': 0.20278016995696083, 'DIS': 0.10155958774047143, 'XOM': 0.1352911317980217}"
21,7,64.99493577283002,1.4811390906083552,"{'RIVN': 0.1250750845917273, 'EGO': 0.004088487410785485, 'WFC': 0.24877122589130313, 'CCL': 0.2430340341786164, 'COIN': 0.3486314900551528, 'LCID': 0.028301450890780733, 'F': 0.002098226981634095}"
22,9,36.12555042664305,1.1373543274794393,"{'JD': 0.008197432975264297, 'PBR': 0.17560188513048886, 'INTC': 0.06930400187574554, 'F': 0.00716888298595327, 'LUMN': 0.2313021507684168, 'BAC': 0.18994419173946148, 'NFLX': 0.22567544753648566, 'T': 0.08852846410378348, 'PYPL': 0.004277542884400586}"
23,4,98.91165016120436,2.2917800176774525,"{'AAL': 0.03914262236510774, 'NVDA': 0.8574184197718716, 'T': 0.08754934915141843, 'JPM': 0.01588960871160226}"
24,3,47.1955822898938,1.6308699322850533,"{'AMZN': 0.9575283263805044, 'PYPL': 0.004151487966031468, 'PBR': 0.0383201856534641}"
25,8,40.55688344336395,1.544061954757395,"{'VZ': 0.24536972726780873, 'HOOD': 0.3496728474835342, 'LYFT': 0.033716522521655114, 'T': 0.16672251066106272, 'VALE': 0.057807635078873924, 'NIO': 0.030855599098478303, 'UBER': 0.08942381766555552, 'DNA': 0.026431340223031504}"
26,3,14.520965685023269,0.3868464204755646,"{'JD': 0.0014395304833091922, 'RIVN': 0.1533932902606236, 'AAL': 0.8451671792560672}"
27,10,56.525503181482115,1.45479538483301,"{'BABA': 0.01802097629873194, 'LYFT': 0.04445457672031795, 'NOK': 0.11961729398289016, 'VZ': 0.0028660463565166705, 'TSLA': 0.21638292548274665, 'NIO': 0.04230591333796867, 'COIN': 0.2890687065778387, 'WBD': 0.06453415051827989, 'WFC': 0.09484733644734479, 'C': 0.10790207427736465}"
28,4,23.29180754228248,0.7356858859781193,"{'EGO': 0.7625753257741853, 'VZ': 0.08070783171822771, 'WBD': 0.12979897736026474, 'LCID': 0.026917865147322233}"
29,3,62.1193206779566,1.5844362771699656,"{'NFLX': 0.031572808339202556, 'SNAP': 0.000545113181576872, 'NU': 0.9678820784792206}"
30,11,61.937305877562835,1.9620606503770028,"{'CSCO': 0.1366880386295915, 'RIVN': 0.007520859525368411, 'T': 0.11673219477964565, 'VZ': 0.07347076944161894, 'KO': 0.09246894480907114, 'BABA': 0.017664466250613325, 'SNAP': 0.010280968823968797, 'AAPL': 0.01552553821037094, 'PLTR': 0.19333153110008044, 'PYPL': 0.10275216233240135, 'COIN': 0.23356452609726938}"
31,5,40.592554025444954,1.607425037682467,"{'PLUG': 0.01708504127565444, 'UBER': 0.46782335382658075, 'GOOG': 0.4407422763331508, 'C': 0.058897098274120506, 'EGO': 0.015452230290493562}"
32,4,10.373856043536215,0.17915657432862567,"{'NIO': 0.08440056142196843, 'JD': 0.16481754323359438, 'LCID': 0.0032738490515447543, 'LYFT': 0.7475080462928925}"
33,10,65.40463555167706,1.974179390912646,"{'DIS': 0.096114842562248, 'PLTR': 0.2580749108138796, 'HOOD': 0.18190031593032527, 'GOOG': 0.01870705924921687, 'MSFT': 0.12360250229657303, 'AAPL': 0.05768670301744106, 'PYPL': 0.13098924743342566, 'LUMN': 0.09310031339740026, 'LYFT': 0.010572132659134875, 'PLUG': 0.029251972640355284}"
34,4,66.2733838953164,1.2312329871812315,"{'GM': 0.11595120941758219, 'LYFT': 0.026000465371373377, 'NOK': 0.01914874972851162, 'SOFI': 0.8388995754825328}"
35,7,45.99454332649774,1.4717109402512005,"{'MSFT': 0.027352046050149355, 'BABA': 0.05271204103467847, 'KO': 0.07973687982165352, 'SNAP': 0.04085693539843657, 'SOFI': 0.36781698818450487, 'AMZN': 0.35265950678635977, 'WBD': 0.07886560272421753}"
36,5,92.85280684938797,1.9838836278390428,"{'BABA': 0.0021736340411864577, 'SHOP': 0.3383031218050171, 'JD': 0.07497129379995053, 'MSFT': 0.06487259845943939, 'PLTR': 0.5196793518944065}"
37,9,65.47290588364751,1.7775647441262152,"{'NOK': 0.03384191533021394, 'WBD': 0.06508633763298301, 'LUMN': 0.1752944158893146, 'LYFT': 0.030046409357010945, 'LCID': 0.028777843751655274, 'HOOD': 0.2426085254803924, 'PBR': 0.03930457431459519, 'NVDA': 0.2390930631351947, 'SNAP': 0.1459469151086398}"
38,3,52.501007128473034,1.0841797179585384,"{'INTC': 0.002237635113972017, 'VZ': 0.13253819327497615, 'SHOP': 0.8652241716110517}"
39,6,28.529494354294542,1.4466051230978947,"{'EGO': 0.36263810354770115, 'KO': 0.013500900568366392, 'CSCO': 0.11741443402004713, 'T': 0.06892320419627963, 'WFC': 0.4165275344596135, 'VALE': 0.020995823207992093}"
40,3,19.464667319299114,0.8273183092744995,"{'PYPL': 0.20308720203750913, 'DNA': 0.006137284847985312, 'BAC': 0.7907755131145056}"
41,3,61.06492311453707,1.5804462068661627,"{'AAPL': 0.03598912357597756, 'NU': 0.9549764642663848, 'AMZN': 0.009034412157637664}"
42,6,84.57259286938907,1.8959817827175238,"{'GOOGL': 0.07406414852980248, 'NIO': 0.08739450173500611, 'LYFT': 0.0550563978857761, 'CCL': 0.2285049606285288, 'PLTR': 0.5198703396439234, 'VALE': 0.035109651576963115}"
43,3,60.38395537324327,1.5867874823558958,"{'MSFT': 0.056327891941818316, 'NU': 0.937559600286517, 'BABA': 0.006112507771664664}"
44,7,64.37273695439286,2.033721906694636,"{'CCL': 0.13262365353592123, 'HOOD': 0.30026956491691376, 'DNA': 0.04169970734498007, 'META': 0.29948308290171793, 'PFE': 0.049908039537300455, 'AMZN': 0.09290525191842999, 'SNAP': 0.08311069984473647}"
45,6,54.2459201987343,1.0451649384067903,"{'DIS': 0.06109440900794949, 'AMZN': 0.1097558100887381, 'LUMN': 0.4205314413150909, 'NU': 0.3826609987199405, 'KO': 0.02279971118271386, 'PFE': 0.003157629685567215}"
46,9,58.92329593200254,1.31551178343545,"{'XOM': 0.023151369085621588, 'JD': 0.04791989728587818, 'PINS': 0.07248229841641872, 'C': 0.05987132501189872, 'JPM': 0.0044189983797287375, 'UBER': 0.09235254144420718, 'PFE': 0.03893627148982433, 'COIN': 0.3817275196819121, 'SNAP': 0.2791397792045104}"
47,3,128.8456858449941,2.0400690061073825,"{'XOM': 0.05086414345455475, 'PLTR': 0.9366475493460037, 'INTC': 0.01248830719944161}"
48,4,30.215894188469804,1.3122485765597642,"{'MSFT': 0.8184230754295023, 'SNAP': 0.1520748392392461, 'LYFT': 0.0247008044109894, 'WBD': 0.00480128092026216}"
49,7,45.25375719524609,1.3495274541402458,"{'CSCO': 0.0162311865555549, 'VALE': 0.05008477997715747, 'UBER': 0.4368533008809073, 'INTC': 0.012466194234154904, 'BAC': 0.08939762602419792, 'SHOP': 0.39343043328170835, 'AMZN': 0.0015364790463191058}"
50,3,37.276531260453716,1.3431148112804354,"{'VZ': 0.027353165933572288, 'GOOGL': 0.9563308984172086, 'PFE': 0.016315935649219054}"
