Date,Price
2024-03-18,11.399999618530273
2024-03-19,11.260000228881836
2024-03-20,11.359999656677246
2024-03-21,11.170000076293945
2024-03-22,10.800000190734863
2024-03-25,10.649999618530273
2024-03-26,10.520000457763672
2024-03-27,10.989999771118164
2024-03-28,10.949999809265137
2024-04-01,11.09000015258789
2024-04-02,10.510000228881836
2024-04-03,10.539999961853027
2024-04-04,10.130000114440918
2024-04-05,10.100000381469727
2024-04-08,10.4399995803833
2024-04-09,10.630000114440918
2024-04-10,10.270000457763672
2024-04-11,9.569999694824219
2024-04-12,9.130000114440918
2024-04-15,8.399999618530273
2024-04-16,8.710000038146973
2024-04-17,8.739999771118164
2024-04-18,8.829999923706055
2024-04-19,8.630000114440918
2024-04-22,8.789999961853027
2024-04-23,9.039999961853027
2024-04-24,8.84000015258789
2024-04-25,8.520000457763672
2024-04-26,9.039999961853027
2024-04-29,9.380000114440918
2024-04-30,8.899999618530273
2024-05-01,9.210000038146973
2024-05-02,9.829999923706055
2024-05-03,10.069999694824219
2024-05-06,10.329999923706055
2024-05-07,10.25
2024-05-08,10.270000457763672
2024-05-09,10.220000267028809
2024-05-10,9.989999771118164
2024-05-13,10.899999618530273
2024-05-14,11.1899995803833
2024-05-15,10.199999809265137
2024-05-16,10.130000114440918
2024-05-17,10.5
2024-05-20,10.279999732971191
2024-05-21,10.050000190734863
2024-05-22,10.699999809265137
2024-05-23,9.949999809265137
2024-05-24,10.4399995803833
2024-05-28,10.420000076293945
2024-05-29,10.220000267028809
2024-05-30,10.970000267028809
2024-05-31,10.920000076293945
2024-06-03,11.399999618530273
2024-06-04,11.220000267028809
2024-06-05,11.449999809265137
2024-06-06,11.739999771118164
2024-06-07,11.520000457763672
2024-06-10,11.869999885559082
2024-06-11,11.829999923706055
2024-06-12,11.800000190734863
2024-06-13,11.109999656677246
2024-06-14,10.880000114440918
2024-06-17,10.960000038146973
2024-06-18,11.020000457763672
2024-06-20,10.329999923706055
2024-06-21,10.319999694824219
2024-06-24,11.010000228881836
2024-06-25,11.960000038146973
2024-06-26,14.739999771118164
2024-06-27,14.470000267028809
2024-06-28,13.420000076293945
2024-07-01,13.920000076293945
2024-07-02,14.890000343322754
2024-07-03,14.649999618530273
2024-07-05,14.789999961853027
2024-07-08,15.489999771118164
2024-07-09,15.710000038146973
2024-07-10,16.3700008392334
2024-07-11,16.760000228881836
2024-07-12,18.110000610351562
2024-07-15,17.5
2024-07-16,17.940000534057617
2024-07-17,17.190000534057617
2024-07-18,16.899999618530273
2024-07-19,16.75
2024-07-22,17.219999313354492
2024-07-23,17.5
2024-07-24,16.270000457763672
2024-07-25,16.25
2024-07-26,16.209999084472656
2024-07-29,16.299999237060547
2024-07-30,16.219999313354492
2024-07-31,16.40999984741211
2024-08-01,15.239999771118164
2024-08-02,14.720000267028809
2024-08-05,14.609999656677246
2024-08-06,14.800000190734863
2024-08-07,13.78499984741211
2024-08-08,14.720000267028809
2024-08-09,13.949999809265137
2024-08-12,13.390000343322754
2024-08-13,13.539999961853027
2024-08-14,13.25
2024-08-15,13.760000228881836
2024-08-16,13.210000038146973
2024-08-19,13.529999732971191
2024-08-20,13.199999809265137
2024-08-21,13.069999694824219
2024-08-22,12.8100004196167
2024-08-23,13.960000038146973
2024-08-26,14.359999656677246
2024-08-27,14.479999542236328
2024-08-28,13.829999923706055
2024-08-29,14.09000015258789
2024-08-30,14.130000114440918
2024-09-03,13.149999618530273
2024-09-04,13.279999732971191
2024-09-05,13.739999771118164
2024-09-06,13.229999542236328
2024-09-09,13.079999923706055
2024-09-10,13.229999542236328
2024-09-11,13.930000305175781
2024-09-12,13.720000267028809
2024-09-13,13.5
2024-09-16,13.199999809265137
2024-09-17,13.100000381469727
2024-09-18,12.899999618530273
2024-09-19,13.149999618530273
2024-09-20,11.710000038146973
2024-09-23,11.90999984741211
2024-09-24,11.84000015258789
2024-09-25,11.029999732971191
2024-09-26,11.170000076293945
2024-09-27,11.600000381469727
2024-09-30,11.220000267028809
2024-10-01,10.4399995803833
2024-10-02,10.640000343322754
2024-10-03,10.779999732971191
2024-10-04,10.4399995803833
2024-10-07,10.489999771118164
2024-10-08,10.470000267028809
2024-10-09,10.420000076293945
2024-10-10,10.260000228881836
2024-10-11,10.5
2024-10-14,10.350000381469727
2024-10-15,10.149999618530273
2024-10-16,10.239999771118164
2024-10-17,10.119999885559082
2024-10-18,10.039999961853027
2024-10-21,10.029999732971191
2024-10-22,10.489999771118164
2024-10-23,10.15999984741211
2024-10-24,10.430000305175781
2024-10-25,10.449999809265137
2024-10-28,10.859999656677246
2024-10-29,10.470000267028809
2024-10-30,10.390000343322754
2024-10-31,10.100000381469727
2024-11-01,10.180000305175781
2024-11-04,10.289999961853027
2024-11-05,10.59000015258789
2024-11-06,9.710000038146973
2024-11-07,10.050000190734863
2024-11-08,10.59000015258789
2024-11-11,11.039999961853027
2024-11-12,10.579999923706055
2024-11-13,12.029999732971191
2024-11-14,10.3100004196167
2024-11-15,10.0600004196167
2024-11-18,10.069999694824219
2024-11-19,10.170000076293945
2024-11-20,10.050000190734863
2024-11-21,10.020000457763672
2024-11-22,10.239999771118164
2024-11-25,11.600000381469727
2024-11-26,11.550000190734863
2024-11-27,12.220000267028809
2024-11-29,12.229999542236328
2024-12-02,11.869999885559082
2024-12-03,11.880000114440918
2024-12-04,11.960000038146973
2024-12-05,12.34000015258789
2024-12-06,13.0
2024-12-09,14.449999809265137
2024-12-10,14.0600004196167
2024-12-11,13.760000228881836
2024-12-12,14.199999809265137
