Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-18 00:00:00-05:00,30.962096750245767,30.981600879641924,30.620781925877623,30.94259262084961,35484400,0.0,0.0
2024-01-19 00:00:00-05:00,31.010853786035202,31.430183248666637,30.78656188835385,31.420433044433594,49331400,0.0,0.0
2024-01-22 00:00:00-05:00,31.556957270673525,32.17132427969736,31.517949014855372,31.74224090576172,43903400,0.0,0.0
2024-01-23 00:00:00-05:00,31.732495186768123,32.005545576023,31.586216066791547,31.956787109375,30003400,0.0,0.0
2024-01-24 00:00:00-05:00,32.21032996418107,32.512638377504764,32.09330891258538,32.16157150268555,36403900,0.0,0.0
2024-01-25 00:00:00-05:00,32.38586411123431,32.619909939586286,32.015296819722685,32.561397552490234,46204000,0.0,0.0
2024-01-26 00:00:00-05:00,32.57114850117215,32.834444918967826,32.493131992172025,32.60040283203125,30839800,0.0,0.0
2024-01-29 00:00:00-05:00,32.57114837144714,32.814944381053685,32.415119074100225,32.775936126708984,30269300,0.0,0.0
2024-01-30 00:00:00-05:00,33.05873786820604,34.02416790936567,33.000225491153614,33.92665100097656,60315700,0.0,0.0
2024-01-31 00:00:00-05:00,33.712120159349006,34.228966635764785,33.156265419044125,33.166015625,54716000,0.0,0.0
2024-02-01 00:00:00-05:00,33.088001163101154,33.40005981854775,32.11281693482239,32.717430114746094,57084800,0.0,0.0
2024-02-02 00:00:00-05:00,32.54189128751039,32.87345401922748,32.3468537300241,32.63941192626953,40401300,0.0,0.0
2024-02-05 00:00:00-05:00,32.28834673612277,32.463880174932385,32.04455070666854,32.17132568359375,43573000,0.0,0.0
2024-02-06 00:00:00-05:00,32.103056567012814,32.53213992216967,32.064052032933716,32.2200813293457,27188000,0.0,0.0
2024-02-07 00:00:00-05:00,32.23959209279035,32.43462596342837,31.82026257485989,32.35661315917969,29660100,0.0,0.0
2024-02-08 00:00:00-05:00,32.22983311509558,32.45412500719683,31.98603709498134,32.298095703125,36852200,0.0,0.0
2024-02-09 00:00:00-05:00,32.278590573771716,32.42486966931523,32.02504435753247,32.24933624267578,36176000,0.0,0.0
2024-02-12 00:00:00-05:00,32.1810734277053,33.12700314008139,32.1615693004362,32.78568649291992,34160400,0.0,0.0
2024-02-13 00:00:00-05:00,32.2980938880935,32.48338123378837,31.54720174193512,31.93727684020996,43801500,0.0,0.0
2024-02-14 00:00:00-05:00,32.16156698536315,32.35660452398299,32.05429615312067,32.30784606933594,27833900,0.0,0.0
2024-02-15 00:00:00-05:00,32.49313356972121,33.39030486662102,32.49313356972121,33.22452163696289,41683100,0.0,0.0
2024-02-16 00:00:00-05:00,33.07824674800871,33.30254239082172,31.68373674464023,33.2440299987793,33257400,0.0,0.0
2024-02-20 00:00:00-05:00,32.94171511337722,33.24402349978151,32.93196490995919,33.11724853515625,30372900,0.0,0.0
2024-02-21 00:00:00-05:00,32.53214194094201,32.902712937928094,32.34685458243292,32.863704681396484,37878900,0.0,0.0
2024-02-22 00:00:00-05:00,32.54189032067267,33.22451989157737,32.54189032067267,32.775936126708984,42756900,0.0,0.0
2024-02-23 00:00:00-05:00,32.8929596137586,33.205018231639336,32.65891751036413,33.078243255615234,30586000,0.0,0.0
2024-02-26 00:00:00-05:00,32.95146955122825,33.37079898535406,32.69791961801958,32.775936126708984,31129200,0.0,0.0
2024-02-27 00:00:00-05:00,32.89296308606821,33.57559277975543,32.873458955387704,33.42931365966797,40536300,0.0,0.0
2024-02-28 00:00:00-05:00,33.37080565788661,33.74137298816099,33.2635347970057,33.45857238769531,39548600,0.0,0.0
2024-02-29 00:00:00-05:00,33.713900976807274,34.02815782063165,33.53713103387643,33.900489807128906,43863400,0.24,0.0
2024-03-01 00:00:00-05:00,33.91030952857751,34.02815865758807,33.41928272974499,33.73353958129883,38424200,0.0,0.0
2024-03-04 00:00:00-05:00,33.67461745203891,34.78433527690703,33.635334410564724,34.51918411254883,49136400,0.0,0.0
2024-03-05 00:00:00-05:00,34.30313520589345,35.078958509109924,34.24421063668192,34.754878997802734,47591600,0.0,0.0
2024-03-06 00:00:00-05:00,35.01021171072644,35.14769861286321,34.44061883474596,34.78433609008789,49149700,0.0,0.0
2024-03-07 00:00:00-05:00,34.961105913548444,35.25572498423512,34.617388659396795,34.990570068359375,35900700,0.0,0.0
2024-03-08 00:00:00-05:00,35.22626410188515,35.48160015403562,34.862905292849824,34.96110916137695,42749600,0.0,0.0
2024-03-11 00:00:00-04:00,34.7548762163831,35.28518605813393,34.63703083362864,35.24590301513672,34131500,0.0,0.0
2024-03-12 00:00:00-04:00,35.25572304595496,35.50123642720468,35.13787392566453,35.31464385986328,29260400,0.0,0.0
2024-03-13 00:00:00-04:00,35.314649791798765,35.79585774822278,35.314649791798765,35.432498931884766,38289600,0.0,0.0
2024-03-14 00:00:00-04:00,35.27536376236732,35.569982841433045,34.843261523967975,35.04949188232422,40178100,0.0,0.0
2024-03-15 00:00:00-04:00,34.64684904519501,35.36374770783798,34.60756974920143,34.77451705932617,69638100,0.0,0.0
2024-03-18 00:00:00-04:00,35.02003317711012,35.442316548334425,34.75487824078993,35.36375045776367,50617900,0.0,0.0
2024-03-19 00:00:00-04:00,35.24590162047433,35.736928399798266,35.20661857903153,35.38338851928711,46113800,0.0,0.0
2024-03-20 00:00:00-04:00,35.19680074508758,36.21813737574274,35.088774251005596,36.09046936035156,40519000,0.0,0.0
2024-03-21 00:00:00-04:00,36.26724097985211,36.92521511601246,36.21813904743135,36.836830139160156,43219500,0.0,0.0
2024-03-22 00:00:00-04:00,36.73862211223001,36.9350335658991,36.335980318015,36.38508224487305,28955900,0.0,0.0
2024-03-25 00:00:00-04:00,36.43418854793964,36.61095850285044,36.178856249867,36.1984977722168,30480200,0.0,0.0
2024-03-26 00:00:00-04:00,36.33598483418717,36.57167935713174,36.13957335610626,36.42436981201172,33673400,0.0,0.0
2024-03-27 00:00:00-04:00,36.581499248612616,37.17072995277985,36.57168036024606,37.13145065307617,36350200,0.0,0.0
2024-03-28 00:00:00-04:00,37.04306370873003,37.31803752326342,36.74844462603025,37.239471435546875,42262500,0.0,0.0
