Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-18 00:00:00-05:00,142.92646296940157,145.0637877637338,142.83678883362373,144.47091674804688,18876800,0.0,0.0
2024-01-19 00:00:00-05:00,145.7811839285456,147.50997279943743,145.27800229464944,147.4402313232422,27170900,0.0,0.0
2024-01-22 00:00:00-05:00,148.17758735010327,149.47790782267836,147.0516281700249,147.18116760253906,21829200,0.0,0.0
2024-01-23 00:00:00-05:00,147.19112015730613,148.32703801375334,146.66301892956406,148.14767456054688,14113600,0.0,0.0
2024-01-24 00:00:00-05:00,149.75192384274672,151.0273551642729,149.30353797719988,149.8117218017578,19245000,0.0,0.0
2024-01-25 00:00:00-05:00,151.1967437911235,154.20592059764948,150.6786012452732,153.08993530273438,21495100,0.0,0.0
2024-01-26 00:00:00-05:00,152.3226907453782,153.55825677724079,152.25294926518188,153.23939514160156,19494500,0.0,0.0
2024-01-29 00:00:00-05:00,153.08994376288354,154.64435628217598,152.3725202610316,154.28564453125,20909300,0.0,0.0
2024-01-30 00:00:00-05:00,153.45859911650206,154.48491023526253,152.2280201259667,152.50204467773438,26578900,0.0,0.0
2024-01-31 00:00:00-05:00,144.86947124297328,145.06875215819224,141.04322293579585,141.29232788085938,43908600,0.0,0.0
2024-02-01 00:00:00-05:00,143.17556860257073,144.10223175163364,141.75068033157373,142.19908142089844,25526900,0.0,0.0
2024-02-02 00:00:00-05:00,140.3855711430663,143.36487152419457,137.6753083385205,143.0260772705078,42116900,0.0,0.0
2024-02-05 00:00:00-05:00,143.52428935490843,146.1448780760962,143.39476513051878,144.41110229492188,29254400,0.0,0.0
2024-02-06 00:00:00-05:00,145.4374229018595,146.21462903442645,144.00257613276426,144.88938903808594,21517700,0.0,0.0
2024-02-07 00:00:00-05:00,145.59685354666468,146.47370781934958,144.69012310103926,146.15484619140625,21436100,0.0,0.0
2024-02-08 00:00:00-05:00,146.44381193251738,147.08151996460657,145.895778028966,146.6929168701172,18241300,0.0,0.0
2024-02-09 00:00:00-05:00,147.42029761378677,150.1554801411711,146.9021550913949,149.6821746826172,21877700,0.0,0.0
2024-02-12 00:00:00-05:00,149.00460735554043,150.05085116638458,148.0281202273602,148.197509765625,17236100,0.0,0.0
2024-02-13 00:00:00-05:00,145.54703351763573,147.5099663474504,144.59046391159575,145.845947265625,18138500,0.0,0.0
2024-02-14 00:00:00-05:00,146.84237724693804,147.3007370328639,145.03387292424227,146.6132049560547,16651800,0.0,0.0
2024-02-15 00:00:00-05:00,143.9428099076388,144.24172368204728,141.37204501861007,143.42466735839844,26724300,0.0,0.0
2024-02-16 00:00:00-05:00,143.69369718784262,143.96271957026013,141.01332565844572,141.25245666503906,21849700,0.0,0.0
2024-02-20 00:00:00-05:00,140.4354040215754,142.8158431757355,140.29590586273136,141.69088745117188,18625600,0.0,0.0
2024-02-21 00:00:00-05:00,142.12931155607185,143.4645103629072,141.40192940073,143.32501220703125,16499600,0.0,0.0
2024-02-22 00:00:00-05:00,145.59685204688338,145.67656745304808,143.49440572228687,144.7997283935547,23024700,0.0,0.0
2024-02-23 00:00:00-05:00,144.4509595227319,145.4324334973313,144.27159607752643,144.76980590820312,14519400,0.0,0.0
2024-02-26 00:00:00-05:00,142.9364202385265,143.32502336043294,138.24329139736088,138.2532501220703,33513000,0.0,0.0
2024-02-27 00:00:00-05:00,138.91088709908328,139.98702230085874,138.00414143775035,139.59841918945312,22364000,0.0,0.0
2024-02-28 00:00:00-05:00,138.60200755569232,138.78135583113408,136.150808028866,136.93797302246094,30628700,0.0,0.0
2024-02-29 00:00:00-05:00,137.85468328043908,139.44894581329615,137.07747706478742,139.27955627441406,35485000,0.0,0.0
2024-03-01 00:00:00-05:00,139.11018408604093,139.49878724233528,137.48104300853026,137.58566284179688,28522000,0.0,0.0
2024-03-04 00:00:00-05:00,136.05114677800287,136.1408361111928,132.38432937436133,133.7195281982422,43571500,0.0,0.0
2024-03-05 00:00:00-05:00,132.2647707393013,133.54018687674454,131.0790287355471,133.30104064941406,28447600,0.0,0.0
2024-03-06 00:00:00-05:00,133.75938112472332,134.25759095655891,131.477571580588,132.08538818359375,23175200,0.0,0.0
2024-03-07 00:00:00-05:00,133.41064084313805,135.3337388830001,132.18504879747854,134.7558135986328,24107300,0.0,0.0
2024-03-08 00:00:00-05:00,134.55155122045034,138.48740638606293,134.31739195949547,135.8020477294922,26472400,0.0,0.0
2024-03-11 00:00:00-04:00,136.57926580476564,139.47883579374053,136.57926580476564,138.44256591796875,22536400,0.0,0.0
2024-03-12 00:00:00-04:00,137.75502702910646,139.77775785522647,137.7151769299223,139.1201171875,19019700,0.0,0.0
2024-03-13 00:00:00-04:00,139.55855696946134,141.6809360424644,139.50873293783897,140.26602172851562,19637000,0.0,0.0
2024-03-14 00:00:00-04:00,141.79053727394816,144.21183003348142,140.97845272322232,143.82322692871094,36117900,0.0,0.0
2024-03-15 00:00:00-04:00,142.89656145954595,143.8232245385374,140.62472562261846,141.66099548339844,41025900,0.0,0.0
2024-03-18 00:00:00-04:00,148.83522306232322,152.3824751748973,147.60963094571133,147.9484100341797,47676700,0.0,0.0
2024-03-19 00:00:00-04:00,148.44662927451952,149.08433738873381,146.48368089710854,147.3904266357422,17748400,0.0,0.0
2024-03-20 00:00:00-04:00,148.25729101600973,149.22381941007393,147.1363187737954,149.14410400390625,17730000,0.0,0.0
2024-03-21 00:00:00-04:00,149.78183414860183,150.76329307208584,147.48009160046513,148.20748901367188,19843900,0.0,0.0
2024-03-22 00:00:00-04:00,149.7021025962848,152.0137884156608,149.55263051739732,151.22662353515625,19226300,0.0,0.0
2024-03-25 00:00:00-04:00,150.40954479221847,150.91372985660357,148.2672486026588,150.60882568359375,15114700,0.0,0.0
2024-03-26 00:00:00-04:00,150.69853103186887,152.6515052608247,150.48927619097265,151.15687561035156,19312700,0.0,0.0
2024-03-27 00:00:00-04:00,151.60029449451244,152.14334146017634,149.5925092087733,151.39602661132812,16622000,0.0,0.0
2024-03-28 00:00:00-04:00,151.45581059137982,152.12341003725055,150.78821114550908,151.71487426757812,21105600,0.0,0.0
2024-04-01 00:00:00-04:00,151.28641866692627,156.43790716104235,151.10705519841312,155.939697265625,24469800,0.0,0.0
2024-04-02 00:00:00-04:00,154.195965363419,155.43153139944081,152.91059050030054,155.31195068359375,17598100,0.0,0.0
2024-04-03 00:00:00-04:00,154.3653596791273,155.98952888250986,153.58018644089353,155.81016540527344,17266200,0.0,0.0
2024-04-04 00:00:00-04:00,154.5247841703396,155.62083682615457,151.3362438560858,151.39602661132812,24184800,0.0,0.0
2024-04-05 00:00:00-04:00,151.13695170488688,154.28564199977868,150.54009720298788,153.3888702392578,16289800,0.0,0.0
2024-04-08 00:00:00-04:00,153.46360148631592,156.0941492632382,153.4386970719091,155.58099365234375,16641500,0.0,0.0
2024-04-09 00:00:00-04:00,156.78664190944272,159.31754119357308,156.0791772505144,157.5738067626953,21538100,0.0,0.0
2024-04-10 00:00:00-04:00,157.3147641111447,157.59376044097883,155.64077092798036,157.09555053710938,16339200,0.0,0.0
2024-04-11 00:00:00-04:00,157.773099603917,160.54314529324995,157.3645638573207,160.21432495117188,17841700,0.0,0.0
2024-04-12 00:00:00-04:00,158.83429802050733,161.1210796516623,158.03218737436384,158.6200714111328,16968200,0.0,0.0
2024-04-15 00:00:00-04:00,159.7061489803977,160.25418285856523,155.59093073652645,155.77029418945312,21140900,0.0,0.0
2024-04-16 00:00:00-04:00,155.082770822216,156.66707459145422,154.49488681287485,155.4414825439453,15413200,0.0,0.0
2024-04-17 00:00:00-04:00,156.62723182357453,158.112891079202,155.57600102150587,156.31834411621094,16237800,0.0,0.0
2024-04-18 00:00:00-04:00,156.3631825019562,157.9175949806136,155.65074598326487,156.89627075195312,14016100,0.0,0.0
2024-04-19 00:00:00-04:00,157.185221801176,157.42436802416486,153.35897345831043,155.16249084472656,20063900,0.0,0.0
2024-04-22 00:00:00-04:00,155.45143428674442,158.615069923171,155.10269650893756,157.38449096679688,17243900,0.0,0.0
2024-04-23 00:00:00-04:00,158.02221768321257,159.9054505596157,157.39945528752162,159.3474578857422,16115400,0.0,0.0
2024-04-24 00:00:00-04:00,158.52041049782164,160.81217890754945,158.25138811890182,160.52322387695312,19485700,0.0,0.0
2024-04-25 00:00:00-04:00,152.81092812326548,157.71331129729472,152.22105239559522,157.38449096679688,36197800,0.0,0.0
2024-04-26 00:00:00-04:00,175.35991417728803,175.78836736422082,170.78633605044507,173.06814575195312,56500800,0.0,0.0
2024-04-29 00:00:00-04:00,170.15859347073578,170.76641008534514,166.46186975811344,167.29885864257812,35914600,0.0,0.0
2024-04-30 00:00:00-04:00,166.7807480454706,169.26182357301482,163.91105420679276,164.05055236816406,29420800,0.0,0.0
2024-05-01 00:00:00-04:00,165.58503536984085,168.2056243139805,164.30961923983332,164.97723388671875,25223200,0.0,0.0
