Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-18 00:00:00-05:00,2.299999952316284,2.549999952316284,2.259999990463257,2.4200000762939453,98181700,0.0,0.0
2024-01-19 00:00:00-05:00,2.5,2.680000066757202,2.390000104904175,2.680000066757202,56200600,0.0,0.0
2024-01-22 00:00:00-05:00,2.8499999046325684,3.069999933242798,2.700000047683716,2.8399999141693115,65531500,0.0,0.0
2024-01-23 00:00:00-05:00,3.359999895095825,3.819999933242798,3.119999885559082,3.7200000286102295,158726500,0.0,0.0
2024-01-24 00:00:00-05:00,3.75,4.03000020980835,3.4000000953674316,3.4800000190734863,100470600,0.0,0.0
2024-01-25 00:00:00-05:00,3.5,3.5299999713897705,3.2200000286102295,3.4000000953674316,52983000,0.0,0.0
2024-01-26 00:00:00-05:00,3.440000057220459,3.5999999046325684,3.3499999046325684,3.4000000953674316,30746200,0.0,0.0
2024-01-29 00:00:00-05:00,3.4200000762939453,3.819999933242798,3.3299999237060547,3.7899999618530273,41212400,0.0,0.0
2024-01-30 00:00:00-05:00,3.7100000381469727,3.859999895095825,3.6500000953674316,3.7300000190734863,34548500,0.0,0.0
2024-01-31 00:00:00-05:00,4.099999904632568,4.840000152587891,3.9700000286102295,4.449999809265137,130249400,0.0,0.0
2024-02-01 00:00:00-05:00,4.980000019073486,5.139999866485596,4.420000076293945,4.699999809265137,111112200,0.0,0.0
2024-02-02 00:00:00-05:00,4.690000057220459,4.829999923706055,4.5,4.659999847412109,60575800,0.0,0.0
2024-02-05 00:00:00-05:00,4.429999828338623,4.449999809265137,4.159999847412109,4.349999904632568,40608200,0.0,0.0
2024-02-06 00:00:00-05:00,4.170000076293945,4.539999961853027,4.130000114440918,4.489999771118164,50778700,0.0,0.0
2024-02-07 00:00:00-05:00,4.550000190734863,4.590000152587891,4.179999828338623,4.21999979019165,36952000,0.0,0.0
2024-02-08 00:00:00-05:00,4.210000038146973,4.289999961853027,4.099999904632568,4.190000057220459,35842600,0.0,0.0
