Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-18 00:00:00-05:00,17.0,17.010000228881836,15.359999656677246,15.739999771118164,54757100,0.0,0.0
2024-01-19 00:00:00-05:00,15.739999771118164,15.859999656677246,15.15999984741211,15.479999542236328,38774400,0.0,0.0
2024-01-22 00:00:00-05:00,15.539999961853027,16.809999465942383,15.420000076293945,16.030000686645508,35812400,0.0,0.0
2024-01-23 00:00:00-05:00,16.625,16.860000610351562,15.843000411987305,16.040000915527344,32649200,0.0,0.0
2024-01-24 00:00:00-05:00,16.344999313354492,16.489999771118164,15.25,15.34000015258789,35331500,0.0,0.0
2024-01-25 00:00:00-05:00,15.0,15.289999961853027,14.59000015258789,15.0,38654000,0.0,0.0
2024-01-26 00:00:00-05:00,15.130000114440918,15.479999542236328,15.039999961853027,15.289999961853027,25757700,0.0,0.0
2024-01-29 00:00:00-05:00,15.430000305175781,16.139999389648438,15.029999732971191,16.1200008392334,37754800,0.0,0.0
2024-01-30 00:00:00-05:00,16.0,16.309999465942383,15.649999618530273,15.65999984741211,26006300,0.0,0.0
2024-01-31 00:00:00-05:00,15.600000381469727,16.25,15.3100004196167,15.3100004196167,31526300,0.0,0.0
2024-02-01 00:00:00-05:00,15.539999961853027,15.760000228881836,14.970000267028809,15.529999732971191,24103600,0.0,0.0
2024-02-02 00:00:00-05:00,15.25,15.65999984741211,15.0,15.600000381469727,24565800,0.0,0.0
2024-02-05 00:00:00-05:00,15.300000190734863,15.350000381469727,14.729999542236328,14.9399995803833,29518400,0.0,0.0
2024-02-06 00:00:00-05:00,15.029999732971191,15.529999732971191,14.734999656677246,15.5,27700700,0.0,0.0
2024-02-07 00:00:00-05:00,15.640000343322754,15.765000343322754,15.109999656677246,15.170000076293945,21062500,0.0,0.0
2024-02-08 00:00:00-05:00,15.199999809265137,16.1200008392334,15.149999618530273,16.110000610351562,58211500,0.0,0.0
2024-02-09 00:00:00-05:00,16.56999969482422,16.84000015258789,16.270000457763672,16.68000030517578,41743400,0.0,0.0
2024-02-12 00:00:00-05:00,15.960000038146973,16.799999237060547,15.850000381469727,16.329999923706055,37615600,0.0,0.0
2024-02-13 00:00:00-05:00,15.5600004196167,15.579999923706055,15.03499984741211,15.380000114440918,37078800,0.0,0.0
2024-02-14 00:00:00-05:00,15.595000267028809,15.829999923706055,15.369999885559082,15.539999961853027,23707300,0.0,0.0
2024-02-15 00:00:00-05:00,15.600000381469727,16.549999237060547,15.569999694824219,16.350000381469727,36312600,0.0,0.0
