Date,AAPL,TSLA,AMD,NVDA,BAC,F,PLTR,INTC,AMZN,META,NIO,SOFI,CCL,AAL,VALE,MSFT,PFE,GOOGL,KO,T,WBD,SNAP,UBER,GM,XOM,PYPL,VZ,LCID,HOOD,WFC,BABA,DIS,JPM,RIVN,C,GOOG,PBR,CSCO,NFLX,SHOP,JD,NOK,NU,DNA,COIN,PLUG,LYFT,PINS,LUMN,FSR
2024-01-18 00:00:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-19 00:00:00-05:00,0.015532942766865565,0.0014630807600990448,0.07106410333015312,0.04174625254259423,0.015442804985320135,0.019108360685419212,0.023170797375255514,0.03016686734462115,0.011986946826648914,0.019461357539416024,-0.035031888483889495,0.01079621124877539,0.0028934742519535206,-0.011577413237717438,-0.01709397012435465,0.012186765643529718,0.0067640228084835385,0.02021188279567121,-0.005485324047953877,0.016463426640380252,0.0068094017817939,0.012955027987783474,0.003545058055955508,0.026894089655808084,0.0015494835910494498,0.06007407848397084,0.010015566639807183,0.022641487026521023,0.0037488248891297538,0.03617567682530298,0.020132139358831846,0.009217977632029362,0.017261962583139612,-0.016518439178056288,0.008021893783471734,0.020553026463961066,-0.005056798827967057,0.010246270583610384,-0.004862840995311646,0.0321208152862682,0.012261613885821365,-0.011527410792340098,0.0132596555834259,0.02542374456658214,0.0032974398760250434,0.10743800920098656,-0.00862073733373292,0.00026956919633502885,-0.08333333333333337,
2024-01-22 00:00:00-05:00,0.01216325500147164,-0.015976244642273096,-0.03472423348513887,0.002739951133967633,0.010241993191915544,0.0,0.0488676794558669,0.0014539052075321912,-0.003604979862209201,-0.004355170836637168,-0.013201307666904194,0.05740992233856734,-0.03981538009782404,-0.002928254926782059,-0.01304347957485863,-0.005418051147346836,0.001060779168134962,-0.0026643273899383813,-0.004345613500792211,0.007798282237378551,0.011594191414130428,0.01157128703865995,-0.008600791788423323,-0.005350593297707595,-0.0013408733213652324,-0.031601306988778166,0.006356567716430561,0.044280399951999616,0.02614376582389233,0.008520332406149578,-0.011379970806709716,0.021706518093756344,-0.001174396452782056,0.03552979074117757,0.025621203457980357,-0.0017570761954053271,-0.005082643134731946,0.005851438037831835,0.0057148342028898735,0.003124609340396489,-0.028263871718321232,-0.023323611166685243,-0.027262813295530264,0.01652890933552542,0.027735524760458485,0.059701434114406204,0.008695700685273478,0.0016172877563018773,0.045454500299513256,
2024-01-23 00:00:00-05:00,0.006653313643595116,0.0016283349277841364,0.0014270751790717018,0.0036711532479565268,0.006759012517428609,0.015178508302957638,-0.015340934767702818,0.013894544198358005,0.008011406531487353,0.008958110616269055,0.03846154152840975,-0.021464655890949702,-0.02343746417989967,0.0279001554797238,0.030102737799097,0.006027573119043117,0.004238834908422362,0.007192142110341804,0.004700286766063488,0.023214359403513907,0.006685739545265967,-0.016857355590403023,-0.0035631811937975044,-0.0025479877019134456,0.011258021756088699,0.016316238993470566,0.06695272363908589,0.07067139684647183,-0.0036396690342203053,0.012157406798553039,0.07853703155349767,-0.013777886816346396,-0.0065838940257210155,0.0006238445697739348,0.008705376297708067,0.006566784146038618,0.017879949465611222,0.003684270607055007,0.013341317041709377,0.01096433129822616,0.07202214937330109,0.002984972603979452,0.003363198734820605,0.03252029368516429,-0.03135484019927237,0.30985920459026306,-0.00391851017539091,-0.005382151877306396,-0.007246369925949403,
2024-01-24 00:00:00-05:00,-0.0034840246533945907,-0.006263735117226887,0.05860346291707419,0.024869255428305648,0.006408165896329088,-0.029903221420433335,-0.033467970355421706,0.004090823298747326,0.005447960655367012,0.014278281834505302,-0.022544261775458985,-0.024516136415543066,-0.010461543156550457,-0.004999978201729927,0.00997867657424778,0.009175332305390693,-0.0035174406580943396,0.011289465533161902,-0.01570590045862086,-0.02966824651227007,-0.012333976746814246,-0.0006123838902973855,-0.008706489053918354,-0.015044167331393021,0.017260761716878736,-0.02716885388543233,-0.022495836068786024,-0.06930694393724757,-0.012785332610689149,0.007532760029006047,0.015941632614848045,-0.002879425375987066,0.008935466954528515,-0.04364094282948727,-0.0007504401013097572,0.011232354784825649,-0.0031366266723859004,-0.008693913500293249,0.10703182188681826,-0.005052945967450317,0.01636528559906747,0.014881181280012035,0.005586613608986157,-0.023622062617355444,-0.022948756320866348,-0.06451613109971022,-0.019669551475190117,-0.011904725043508813,-0.014598526172921567,
2024-01-25 00:00:00-05:00,-0.0016966230492402312,-0.12125293136804816,0.011442081001416193,0.004155618255717419,0.012431794564867538,0.02810528019982894,-0.01731348749416972,0.009370497281624868,0.005609771850602074,0.006347549816759557,-0.004942373799000865,0.011904782178450812,0.024253693501172124,0.10265608902895274,-0.022582907437304622,0.00573833226267384,-0.015764940647769343,0.021318119057223806,0.004243778707433865,0.029975939534847118,0.016330459057231073,-0.0018381605305046733,0.03513177128974765,0.01325658869574986,0.025401484647196604,-0.03665505167425687,0.024467170169145236,-0.0567375358864356,-0.010175819248993467,0.007880336423265799,-0.017952095128077716,0.014545493768040041,0.01431075445420893,-0.022164286128154465,0.008824683319598181,0.02188222297661424,0.04908738003926194,0.01987920945464028,0.03143870104120583,-0.0029729404581209096,0.013983033268949452,0.11436942192930988,0.03666665818956161,0.01612909428163012,-0.0027195830857059677,-0.022988483697581663,0.008828222820262965,0.012869693724311349,0.02222220063700142,
2024-01-26 00:00:00-05:00,-0.009012730544082137,0.0033948152034783963,-0.01707980812832377,-0.009510310536050781,0.0011978994291672596,0.004409231779546996,-0.006682789132515521,-0.11907162441308106,0.008684596622424712,0.002441663007964001,0.016556275705983392,-0.003921596004491157,-0.03885849522346374,-0.014973928865704367,0.02310467824753748,-0.002321862106830719,0.0,0.002107088412405256,0.0035495796880873343,0.006402826768780345,0.0037807147581732092,-0.002455550231996284,-0.007272778135357427,0.0005687230184063807,0.00851862243542123,0.017624768752432463,0.0026010272955239166,-0.003759394789693782,0.008411229363757489,0.008821152743244909,0.0021666139421385733,0.005270986130021749,-0.0038162555012208887,0.01933333079020172,-0.0011167618927409029,0.0009762878178218859,0.02279551780564293,-0.003630838120972868,0.01498217599671925,0.013169402610525127,-0.0029251700234066424,0.00526304281250245,0.018220801466675374,0.023809462537933257,0.03462519410002751,0.0,0.0023866895285495904,0.01919435123697144,0.014492739851898806,
2024-01-29 00:00:00-05:00,-0.0035858751311562687,0.04190991910385411,0.0032722247168106566,0.023496258935015613,0.005384390358062152,0.014047333791015193,0.04525992378305044,0.00435279641198294,0.01344896590822775,0.017455652414384515,0.0,0.20209973556187744,0.045483216476600585,-0.012557867324552774,-0.012702968212705334,0.01433412989377536,0.00036401821818632385,0.008673363320895522,0.006063735838939488,-0.002313572675656128,-0.012241065521826466,0.03938457782451921,0.022283375895467028,0.00596929304677718,0.0012621132848740224,0.03204920008674139,-0.008254709052864628,0.27169802425679523,0.04819281367952555,0.000596121313060527,-0.005810015382922029,0.022336383718687625,0.0026119273516200803,0.05428390316881204,0.008198374642092832,0.006827548416525886,0.0064515037895498395,0.002876749723377925,0.00941410763660655,0.024402180126302797,-0.01676457762633765,0.016635873040883542,-0.013684222572728166,0.04651165885368336,0.060862704167051085,0.11470583986658656,0.03809520061144145,0.038991972845022316,-0.028571401810159047,
2024-01-30 00:00:00-05:00,-0.01924590289796191,0.0034567835721344142,-0.03244674246780166,0.004946676225508595,0.035108528092653524,0.019913340973689575,-0.02047983489436811,-0.0209853859319038,-0.014014601164705653,-0.002393851841066663,-0.05700324303637172,-0.08296945868362127,-0.004833832470935162,-0.027443096313767845,-0.007147856392091367,-0.0027579058855611294,-0.016739470423235092,-0.013354125904458392,0.002846223565809769,0.0162319789465728,-0.03717820764135882,-0.02486679049564411,-0.0020902808603469047,0.07798831239368309,0.0166779570770601,-0.0012546740662382483,0.009988080351678086,0.026706277639223064,-0.026525214819137055,0.01668316345067522,-0.017124242237078313,-0.005641605708917696,0.020494459223062256,-0.028536040190625944,0.055072952106467454,-0.011560374647521798,-0.006992913350680197,-0.0009561910094264547,-0.0224734763285368,-0.014484068364999936,-0.030264178987266632,-0.04415572077277752,-0.06296693274214349,-0.0592592733877676,-0.015057972366451677,-0.015831119626240175,-0.02981654018330082,-0.01353073280756667,-0.04411769217479555,
2024-01-31 00:00:00-05:00,-0.019357498097984926,-0.02244377647032403,-0.02539808891778772,-0.019864797392427302,-0.022419995889210176,-0.005093275954068832,-0.03882912947536177,0.003727890391790112,-0.023899390262627773,-0.02479631152741102,-0.029360980555091176,-0.06785710960829183,0.006678847294326884,-0.020646950877370562,-0.014398932398205888,-0.02694633826113202,0.0022205580684311332,-0.07500331134867444,-0.006844692237913064,0.009127131421666101,-0.007920784226189581,-0.035215482344401416,-0.02348892550633208,0.017037886970633576,-0.019456382793968108,-0.03658922455855118,-0.0028255979536948583,-0.02312136497804762,-0.024523201830223162,-0.019730369641052237,-0.0020741590267631116,-0.009181006885814691,-0.01083562890361689,-0.022349899821566654,-0.016114976420488536,-0.07350535411222359,0.0017605396388147287,-0.039433437731677956,0.0022386245363399393,-0.027450529405648627,-0.008791270962018705,-0.021739254981113176,-0.01936219606653866,-0.047244050142243865,-0.02002759692164857,0.1930294333806719,-0.015760426783173798,-0.030279456196336096,-0.06153840510802655,
