Return,Volatility,Sharpe,Portfolio
0.24007133167571892,0.19919187554944784,1.2052265234890218,0
0.22476828492695466,0.37146710142098843,0.6050826144957098,1
0.24054744018594734,0.19248894738017494,1.2496688431198835,2
0.18783965497879673,0.32254662892313474,0.5823643409510267,3
0.21922553833395525,0.29583003425016036,0.7410523373315548,4
0.21933303563888876,0.35080010057519273,0.6252365243888393,5
0.21142575717080758,0.2735636490097062,0.7728576436824254,6
0.2385396347792006,0.3621726993414166,0.6586350523188708,7
0.19199955013266332,0.41041177069243884,0.46782174353509737,8
0.17757253189347588,0.4256799614477471,0.417150319431405,9
0.2341153283851318,0.38484269067267696,0.6083403272540145,10
0.21643268830525358,0.43409521613587787,0.4985834449682282,11
0.21913968061003594,0.19166001611684408,1.1433771375477664,12
0.2559029708749585,0.2505772564038272,1.0212537823566414,13
0.17695681193512683,0.40483663950236326,0.4371067108763851,14
0.22345645485458043,0.38451423083121994,0.5811396222488973,15
0.1915072574948683,0.39553838997486024,0.48416857212530034,16
0.20805787487008914,0.29303572400074795,0.7100085683394632,17
0.22365351906993267,0.2205769802835388,1.0139476874805302,18
0.21261409976420068,0.32205760182213433,0.6601741382947482,19
0.23511060865632183,0.44799741017425687,0.5248034995668194,20
0.19867311722903064,0.3341227177275332,0.594611221231124,21
0.19675245247331208,0.41146077711091406,0.4781803355712692,22
0.18191946010046442,0.4338118344122888,0.4193510772865884,23
0.2353961089883309,0.3147147336288518,0.7479665990659891,24
0.22173520132982374,0.4005490072672288,0.5535782071777592,25
0.20060646922605815,0.4057908302713763,0.4943592961228344,26
0.21434229369200014,0.31480220746302495,0.6808792588189703,27
0.2180552232642238,0.37167479225335365,0.5866828415836863,28
0.20620029059028255,0.25966789646961436,0.7940923517837006,29
0.2400808465717275,0.5326266486760041,0.4507488447461597,30
0.2088548806397138,0.4362219263014273,0.47878125341043964,31
0.17925151099942802,0.4340264590287204,0.41299673619106847,32
0.182881588941836,0.3628095754391891,0.5040704582299234,33
0.22920065032645,0.3183164962067554,0.720040126910601,34
0.22979917203666672,0.39248854410225775,0.5854926863210447,35
0.1832850772351231,0.4067159203637228,0.45064642926004156,36
0.22853818985333105,0.2909260976581229,0.7855541035782015,37
0.19515296329216406,0.37495305311066446,0.5204730610222986,38
0.19240520771693126,0.4599458556609008,0.4183214292483673,39
0.18226851092894866,0.44781706120757553,0.40701555773120085,40
0.21559677612771416,0.6305364637549482,0.3419259448435384,41
0.22373248243306226,0.35020637106615826,0.6388589726450078,42
0.2108406155606049,0.35924354480301146,0.5869016120420975,43
0.1981135258593385,0.31388206709312944,0.6311718528365554,44
0.21828429779181663,0.41324881976938244,0.528215175335848,45
