Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-02-24 00:00:00-05:00,65.55999755859375,67.1500015258789,65.11000061035156,67.0999984741211,2593400,0.0,0.0,0.0
2023-02-27 00:00:00-05:00,66.62999725341797,66.76000213623047,65.7300033569336,66.25,3024800,0.0,0.0,0.0
2023-02-28 00:00:00-05:00,67.80000305175781,67.93000030517578,67.16000366210938,67.20999908447266,1886400,0.0,0.0,0.0
2023-03-01 00:00:00-05:00,67.13999938964844,68.12000274658203,66.7300033569336,68.06999969482422,2577600,0.0,0.0,0.0
2023-03-02 00:00:00-05:00,68.44000244140625,68.76000213623047,67.88999938964844,68.30000305175781,1623900,0.0,0.0,0.0
2023-03-03 00:00:00-05:00,67.19000244140625,69.91000366210938,67.13999938964844,69.86000061035156,5179300,0.0,0.0,0.0
2023-03-06 00:00:00-05:00,69.29000091552734,70.5199966430664,69.05000305175781,70.48999786376953,3977800,0.0,0.0,0.0
2023-03-07 00:00:00-05:00,70.13999938964844,70.22000122070312,67.55999755859375,67.8499984741211,5071200,0.0,0.0,0.0
2023-03-08 00:00:00-05:00,67.12999725341797,67.8499984741211,66.77999877929688,67.0999984741211,3018100,0.0,0.0,0.0
2023-03-09 00:00:00-05:00,67.9000015258789,68.38999938964844,66.16999816894531,66.23999786376953,2436600,0.0,0.0,0.0
2023-03-10 00:00:00-05:00,66.37000274658203,67.55999755859375,66.19999694824219,67.13999938964844,2989500,0.0,0.0,0.0
2023-03-13 00:00:00-04:00,64.51000213623047,66.81999969482422,64.06999969482422,65.25,5203900,0.0,0.0,0.0
2023-03-14 00:00:00-04:00,64.0199966430664,65.31999969482422,62.34000015258789,62.93000030517578,6367400,0.0,0.0,0.0
2023-03-15 00:00:00-04:00,60.2599983215332,60.970001220703125,57.939998626708984,60.02000045776367,13746500,0.0,0.0,0.0
2023-03-16 00:00:00-04:00,58.720001220703125,61.09000015258789,58.040000915527344,60.04999923706055,8441800,0.0,0.0,0.0
2023-03-17 00:00:00-04:00,59.939998626708984,60.02000045776367,57.83000183105469,58.65999984741211,9071700,0.0,0.0,0.0
2023-03-20 00:00:00-04:00,58.72999954223633,59.869998931884766,58.04999923706055,59.790000915527344,5391600,0.0,0.0,0.0
2023-03-21 00:00:00-04:00,60.540000915527344,61.31999969482422,60.11000061035156,61.22999954223633,3975100,0.0,0.0,0.0
2023-03-22 00:00:00-04:00,61.38999938964844,62.66999816894531,60.91999816894531,61.61000061035156,3512800,0.0,0.0,0.0
2023-03-23 00:00:00-04:00,62.5099983215332,63.02000045776367,60.900001525878906,60.9900016784668,2635500,0.0,0.0,0.0
2023-03-24 00:00:00-04:00,60.310001373291016,61.25,59.84000015258789,60.959999084472656,3721100,0.0,0.0,0.0
2023-03-27 00:00:00-04:00,62.2400016784668,64.2699966430664,61.86000061035156,64.1500015258789,8701200,0.0,0.0,0.0
2023-03-28 00:00:00-04:00,63.7599983215332,64.9800033569336,63.7599983215332,64.55000305175781,4149500,0.0,0.0,0.0
2023-03-29 00:00:00-04:00,65.01000213623047,65.3499984741211,64.0,64.1500015258789,2593100,0.0,0.0,0.0
2023-03-30 00:00:00-04:00,64.80999755859375,65.54000091552734,64.19000244140625,65.31999969482422,3295100,0.0,0.0,0.0
2023-03-31 00:00:00-04:00,65.91999816894531,66.5,65.26000213623047,66.44000244140625,2730700,0.0,0.0,0.0
2023-04-03 00:00:00-04:00,69.93000030517578,70.69999694824219,69.62999725341797,70.2699966430664,8377900,0.0,0.0,0.0
2023-04-04 00:00:00-04:00,71.12999725341797,71.12999725341797,69.58000183105469,70.2699966430664,3592700,0.0,0.0,0.0
2023-04-05 00:00:00-04:00,70.48999786376953,70.55000305175781,69.68000030517578,70.23999786376953,3015000,0.0,0.0,0.0
2023-04-06 00:00:00-04:00,70.3499984741211,70.48999786376953,69.7699966430664,70.26000213623047,2839300,0.0,0.0,0.0
2023-04-10 00:00:00-04:00,70.2300033569336,70.79000091552734,69.62000274658203,69.76000213623047,2884600,0.0,0.0,0.0
2023-04-11 00:00:00-04:00,70.08000183105469,71.20999908447266,69.97000122070312,71.06999969482422,3346800,0.0,0.0,0.0
2023-04-12 00:00:00-04:00,71.73999786376953,72.6500015258789,71.61000061035156,72.43000030517578,4474100,0.0,0.0,0.0
2023-04-13 00:00:00-04:00,72.36000061035156,72.62999725341797,71.6500015258789,71.80000305175781,2790900,0.0,0.0,0.0
2023-04-14 00:00:00-04:00,72.05999755859375,72.44999694824219,71.33999633789062,72.08999633789062,3170400,0.0,0.0,0.0
2023-04-17 00:00:00-04:00,71.66000366210938,71.8499984741211,70.4800033569336,70.83999633789062,2985700,0.0,0.0,0.0
2023-04-18 00:00:00-04:00,70.91999816894531,71.36000061035156,70.08999633789062,70.7300033569336,1468800,0.0,0.0,0.0
2023-04-19 00:00:00-04:00,69.72000122070312,69.9800033569336,68.86000061035156,69.30000305175781,3621100,0.0,0.0,0.0
2023-04-20 00:00:00-04:00,67.86000061035156,68.33999633789062,67.51000213623047,67.5999984741211,3486800,0.0,0.0,0.0
2023-04-21 00:00:00-04:00,68.58000183105469,68.72000122070312,67.91000366210938,68.20999908447266,2620200,0.0,0.0,0.0
2023-04-24 00:00:00-04:00,68.29000091552734,69.5999984741211,68.11000061035156,69.25,1924400,0.0,0.0,0.0
2023-04-25 00:00:00-04:00,68.54000091552734,68.56999969482422,67.26000213623047,67.62000274658203,2262600,0.0,0.0,0.0
2023-04-26 00:00:00-04:00,67.18000030517578,67.83000183105469,65.19999694824219,65.36000061035156,5692100,0.0,0.0,0.0
2023-04-27 00:00:00-04:00,65.83000183105469,66.20999908447266,65.16000366210938,65.80999755859375,2752700,0.0,0.0,0.0
2023-04-28 00:00:00-04:00,65.8499984741211,67.5999984741211,65.52999877929688,67.5,3043600,0.0,0.0,0.0
2023-05-01 00:00:00-04:00,66.33999633789062,66.93000030517578,65.62000274658203,66.55000305175781,2939000,0.0,0.0,0.0
2023-05-02 00:00:00-04:00,65.4800033569336,65.5,62.9900016784668,63.04999923706055,6535700,0.0,0.0,0.0
2023-05-03 00:00:00-04:00,61.310001373291016,61.38999938964844,60.15999984741211,60.310001373291016,12166700,0.0,0.0,0.0
2023-05-04 00:00:00-04:00,60.5,61.65999984741211,59.779998779296875,60.70000076293945,4997400,0.0,0.0,0.0
2023-05-05 00:00:00-04:00,62.72999954223633,63.34000015258789,62.61000061035156,63.029998779296875,4699400,0.0,0.0,0.0
2023-05-08 00:00:00-04:00,64.75,64.88999938964844,64.05000305175781,64.26000213623047,3454600,0.0,0.0,0.0
2023-05-09 00:00:00-04:00,63.84000015258789,65.1500015258789,63.099998474121094,64.87000274658203,5831500,0.0,0.0,0.0
2023-05-10 00:00:00-04:00,64.80000305175781,64.80000305175781,63.59000015258789,64.38999938964844,2683700,0.0,0.0,0.0
2023-05-11 00:00:00-04:00,63.2599983215332,63.619998931884766,62.619998931884766,63.25,4023300,0.0,0.0,0.0
2023-05-12 00:00:00-04:00,63.209999084472656,63.5,61.939998626708984,62.06999969482422,4068600,0.0,0.0,0.0
2023-05-15 00:00:00-04:00,62.70000076293945,63.459999084472656,62.369998931884766,62.9900016784668,4837800,0.0,0.0,0.0
2023-05-16 00:00:00-04:00,63.11000061035156,63.540000915527344,62.45000076293945,62.540000915527344,1987100,0.0,0.0,0.0
2023-05-17 00:00:00-04:00,63.869998931884766,64.98999786376953,63.060001373291016,64.5999984741211,4276000,0.0,0.0,0.0
2023-05-18 00:00:00-04:00,64.31999969482422,64.4000015258789,63.58000183105469,64.04000091552734,2496600,0.0,0.0,0.0
2023-05-19 00:00:00-04:00,64.61000061035156,64.66000366210938,63.25,63.900001525878906,2489800,0.0,0.0,0.0
2023-05-22 00:00:00-04:00,63.59000015258789,64.33000183105469,63.36000061035156,63.90999984741211,1645000,0.0,0.0,0.0
2023-05-23 00:00:00-04:00,64.63999938964844,65.4000015258789,64.5,64.87000274658203,3409700,0.0,0.0,0.0
2023-05-24 00:00:00-04:00,65.95999908447266,66.23999786376953,64.94000244140625,65.66000366210938,3775800,0.0,0.0,0.0
2023-05-25 00:00:00-04:00,64.45999908447266,64.69999694824219,63.209999084472656,64.08999633789062,4322700,0.0,0.0,0.0
2023-05-26 00:00:00-04:00,64.9000015258789,64.98999786376953,64.36000061035156,64.80000305175781,2145100,0.0,0.0,0.0
2023-05-30 00:00:00-04:00,62.849998474121094,62.970001220703125,61.70000076293945,62.29999923706055,6442600,0.0,0.0,0.0
2023-05-31 00:00:00-04:00,61.47999954223633,62.09000015258789,60.61000061035156,60.630001068115234,4040700,0.0,0.0,0.0
2023-06-01 00:00:00-04:00,60.65999984741211,63.369998931884766,60.630001068115234,62.54999923706055,3631400,0.0,0.0,0.0
2023-06-02 00:00:00-04:00,64.0999984741211,64.36000061035156,63.459999084472656,64.1500015258789,6934800,0.0,0.0,0.0
2023-06-05 00:00:00-04:00,65.37000274658203,65.41000366210938,64.0199966430664,64.02999877929688,3038400,0.0,0.0,0.0
2023-06-06 00:00:00-04:00,63.08000183105469,64.43000030517578,63.0099983215332,63.790000915527344,2569500,0.0,0.0,0.0
2023-06-07 00:00:00-04:00,64.48999786376953,65.20999908447266,64.20999908447266,64.70999908447266,3520500,0.0,0.0,0.0
2023-06-08 00:00:00-04:00,64.88999938964844,64.94000244140625,61.81999969482422,63.459999084472656,8579200,0.0,0.0,0.0
2023-06-09 00:00:00-04:00,63.63999938964844,64.19000244140625,62.790000915527344,62.93000030517578,3354100,0.0,0.0,0.0
2023-06-12 00:00:00-04:00,61.0,61.22999954223633,60.02000045776367,60.2400016784668,5985300,0.0,0.0,0.0
2023-06-13 00:00:00-04:00,62.09000015258789,62.650001525878906,61.9900016784668,62.13999938964844,3473500,0.0,0.0,0.0
2023-06-14 00:00:00-04:00,63.0,63.20000076293945,61.2599983215332,61.83000183105469,4818600,0.0,0.0,0.0
2023-06-15 00:00:00-04:00,62.209999084472656,63.77000045776367,62.13999938964844,63.40999984741211,3445600,0.0,0.0,0.0
2023-06-16 00:00:00-04:00,63.47999954223633,64.52999877929688,63.279998779296875,64.3499984741211,2972700,0.0,0.0,0.0
2023-06-20 00:00:00-04:00,63.75,63.959999084472656,62.61000061035156,63.91999816894531,2313600,0.0,0.0,0.0
2023-06-21 00:00:00-04:00,63.83000183105469,65.08999633789062,63.70000076293945,65.04000091552734,2725500,0.0,0.0,0.0
2023-06-22 00:00:00-04:00,63.150001525878906,63.650001525878906,62.13999938964844,62.52000045776367,3875200,0.0,0.0,0.0
2023-06-23 00:00:00-04:00,61.040000915527344,62.4900016784668,60.970001220703125,62.41999816894531,2403000,0.0,0.0,0.0
2023-06-26 00:00:00-04:00,62.150001525878906,63.13999938964844,62.08000183105469,62.72999954223633,2084500,0.0,0.0,0.0
2023-06-27 00:00:00-04:00,62.33000183105469,62.630001068115234,61.099998474121094,61.29999923706055,2610100,0.0,0.0,0.0
2023-06-28 00:00:00-04:00,61.470001220703125,62.939998626708984,60.869998931884766,62.52000045776367,2461500,0.0,0.0,0.0
2023-06-29 00:00:00-04:00,62.75,63.63999938964844,62.25,62.959999084472656,1992200,0.0,0.0,0.0
2023-06-30 00:00:00-04:00,63.349998474121094,63.970001220703125,63.150001525878906,63.54999923706055,3132800,0.0,0.0,0.0
2023-07-03 00:00:00-04:00,63.81999969482422,64.11000061035156,63.119998931884766,63.38999938964844,1220800,0.0,0.0,0.0
2023-07-05 00:00:00-04:00,64.66000366210938,64.8499984741211,63.900001525878906,64.62999725341797,2965600,0.0,0.0,0.0
2023-07-06 00:00:00-04:00,64.33000183105469,64.55999755859375,63.119998931884766,64.44000244140625,2372000,0.0,0.0,0.0
2023-07-07 00:00:00-04:00,64.13999938964844,66.05000305175781,64.13999938964844,65.8499984741211,2782900,0.0,0.0,0.0
2023-07-10 00:00:00-04:00,65.62999725341797,66.30999755859375,65.16000366210938,65.54000091552734,2449000,0.0,0.0,0.0
2023-07-11 00:00:00-04:00,66.02999877929688,67.05000305175781,65.88999938964844,67.02999877929688,2349500,0.0,0.0,0.0
2023-07-12 00:00:00-04:00,67.62000274658203,67.97000122070312,67.26000213623047,67.87000274658203,3046200,0.0,0.0,0.0
2023-07-13 00:00:00-04:00,67.79000091552734,69.0999984741211,67.52999877929688,69.08999633789062,3608700,0.0,0.0,0.0
2023-07-14 00:00:00-04:00,68.52999877929688,68.56999969482422,67.36000061035156,67.47000122070312,2398600,0.0,0.0,0.0
2023-07-17 00:00:00-04:00,66.8499984741211,67.4000015258789,66.52999877929688,66.58000183105469,2280800,0.0,0.0,0.0
2023-07-18 00:00:00-04:00,66.79000091552734,68.12000274658203,66.6500015258789,67.95999908447266,2550100,0.0,0.0,0.0
2023-07-19 00:00:00-04:00,68.38999938964844,68.91999816894531,67.48999786376953,67.69000244140625,1935000,0.0,0.0,0.0
2023-07-20 00:00:00-04:00,68.33000183105469,68.48999786376953,67.12999725341797,68.05000305175781,2031400,0.0,0.0,0.0
2023-07-21 00:00:00-04:00,68.5199966430664,69.30999755859375,68.16999816894531,68.98999786376953,2993000,0.0,0.0,0.0
2023-07-24 00:00:00-04:00,69.61000061035156,70.93000030517578,69.29000091552734,70.69000244140625,2420200,0.0,0.0,0.0
2023-07-25 00:00:00-04:00,70.4000015258789,71.41000366210938,70.2699966430664,71.16000366210938,2340100,0.0,0.0,0.0
2023-07-26 00:00:00-04:00,70.58999633789062,71.30999755859375,70.41000366210938,70.66000366210938,1384300,0.0,0.0,0.0
2023-07-27 00:00:00-04:00,71.16000366210938,71.98999786376953,70.72000122070312,71.43000030517578,1807200,0.0,0.0,0.0
2023-07-28 00:00:00-04:00,71.31999969482422,72.23999786376953,70.87000274658203,72.08999633789062,1751500,0.0,0.0,0.0
2023-07-31 00:00:00-04:00,72.75,73.29000091552734,72.55999755859375,73.16999816894531,2068900,0.0,0.0,0.0
2023-08-01 00:00:00-04:00,72.68000030517578,73.19000244140625,72.16999816894531,72.95999908447266,1480900,0.0,0.0,0.0
2023-08-02 00:00:00-04:00,72.66999816894531,72.73999786376953,70.87999725341797,71.4800033569336,3170000,0.0,0.0,0.0
2023-08-03 00:00:00-04:00,71.69999694824219,73.25,71.69999694824219,73.13999938964844,2921700,0.0,0.0,0.0
2023-08-04 00:00:00-04:00,73.22000122070312,74.29000091552734,72.94000244140625,73.79000091552734,2016600,0.0,0.0,0.0
2023-08-07 00:00:00-04:00,73.76000213623047,73.87000274658203,73.04000091552734,73.81999969482422,1858800,0.0,0.0,0.0
2023-08-08 00:00:00-04:00,72.47000122070312,74.2699966430664,72.04000091552734,74.05999755859375,4218700,0.0,0.0,0.0
2023-08-09 00:00:00-04:00,74.77999877929688,75.36000061035156,74.20999908447266,75.0999984741211,4777100,0.0,0.0,0.0
2023-08-10 00:00:00-04:00,74.66000366210938,75.08999633789062,73.95999908447266,74.19999694824219,3443900,0.0,0.0,0.0
2023-08-11 00:00:00-04:00,74.13999938964844,74.80999755859375,73.94999694824219,74.25,3136500,0.0,0.0,0.0
2023-08-14 00:00:00-04:00,73.69000244140625,74.22000122070312,73.3499984741211,73.80999755859375,3545400,0.0,0.0,0.0
2023-08-15 00:00:00-04:00,73.25,73.26000213623047,72.18000030517578,72.62000274658203,3907500,0.0,0.0,0.0
2023-08-16 00:00:00-04:00,72.9000015258789,73.1500015258789,71.29000091552734,71.37000274658203,3789600,0.0,0.0,0.0
2023-08-17 00:00:00-04:00,72.56999969482422,72.81999969482422,71.91999816894531,71.9800033569336,2647600,0.0,0.0,0.0
2023-08-18 00:00:00-04:00,72.18000030517578,73.05999755859375,71.91000366210938,72.79000091552734,2734000,0.0,0.0,0.0
2023-08-21 00:00:00-04:00,73.41999816894531,73.51000213623047,72.41999816894531,72.58000183105469,2085600,0.0,0.0,0.0
2023-08-22 00:00:00-04:00,72.76000213623047,72.87000274658203,72.05999755859375,72.27999877929688,1656100,0.0,0.0,0.0
2023-08-23 00:00:00-04:00,70.80000305175781,72.0,70.43000030517578,71.36000061035156,3836900,0.0,0.0,0.0
2023-08-24 00:00:00-04:00,70.87999725341797,71.7300033569336,70.44999694824219,71.41000366210938,2368700,0.0,0.0,0.0
2023-08-25 00:00:00-04:00,72.62000274658203,72.66000366210938,70.81999969482422,72.44999694824219,3106000,0.0,0.0,0.0
2023-08-28 00:00:00-04:00,72.4000015258789,73.12999725341797,72.11000061035156,72.41000366210938,1618700,0.0,0.0,0.0
2023-08-29 00:00:00-04:00,72.66000366210938,73.3499984741211,71.79000091552734,73.31999969482422,2890400,0.0,0.0,0.0
2023-08-30 00:00:00-04:00,73.7300033569336,74.01000213623047,73.05999755859375,73.66000366210938,2228100,0.0,0.0,0.0
2023-08-31 00:00:00-04:00,74.4800033569336,75.18000030517578,73.94999694824219,75.05999755859375,2900700,0.0,0.0,0.0
2023-09-01 00:00:00-04:00,76.0,76.94000244140625,75.94000244140625,76.91999816894531,4205600,0.0,0.0,0.0
2023-09-05 00:00:00-04:00,78.06999969482422,78.77999877929688,77.38999938964844,77.76000213623047,4782200,0.0,0.0,0.0
2023-09-06 00:00:00-04:00,77.5999984741211,78.7699966430664,77.41999816894531,78.5199966430664,3159800,0.0,0.0,0.0
2023-09-07 00:00:00-04:00,78.1500015258789,78.5,77.44000244140625,77.94999694824219,2671400,0.0,0.0,0.0
2023-09-08 00:00:00-04:00,78.13999938964844,78.7300033569336,77.87999725341797,78.30000305175781,2039000,0.0,0.0,0.0
2023-09-11 00:00:00-04:00,78.93000030517578,79.12000274658203,78.13999938964844,78.37000274658203,2083800,0.0,0.0,0.0
2023-09-12 00:00:00-04:00,79.36000061035156,80.01000213623047,79.30999755859375,79.69999694824219,3308800,0.0,0.0,0.0
2023-09-13 00:00:00-04:00,79.86000061035156,80.04000091552734,79.2300033569336,79.68000030517578,2783800,0.0,0.0,0.0
2023-09-14 00:00:00-04:00,80.66000366210938,81.13999938964844,80.52999877929688,81.12000274658203,3098900,0.0,0.0,0.0
2023-09-15 00:00:00-04:00,80.29000091552734,81.33999633789062,80.08999633789062,81.29000091552734,2873800,0.0,0.0,0.0
2023-09-18 00:00:00-04:00,81.79000091552734,81.94000244140625,80.80000305175781,81.44999694824219,5940800,0.0,0.0,0.0
2023-09-19 00:00:00-04:00,82.18000030517578,82.27999877929688,81.12000274658203,81.5,6657100,0.0,0.0,0.0
2023-09-20 00:00:00-04:00,80.55999755859375,81.58999633789062,80.12999725341797,80.13999938964844,4117600,0.0,0.0,0.0
2023-09-21 00:00:00-04:00,81.25,81.51000213623047,80.4000015258789,80.41000366210938,3095900,0.0,0.0,0.0
2023-09-22 00:00:00-04:00,81.55000305175781,81.5999984741211,79.98999786376953,80.62999725341797,2704300,0.0,0.0,0.0
2023-09-25 00:00:00-04:00,80.58999633789062,80.6500015258789,79.66999816894531,80.38999938964844,1918300,0.0,0.0,0.0
2023-09-26 00:00:00-04:00,79.97000122070312,81.05000305175781,79.88999938964844,80.87999725341797,2522700,0.0,0.0,0.0
2023-09-27 00:00:00-04:00,82.23999786376953,83.29000091552734,82.05000305175781,82.9000015258789,4257900,0.0,0.0,0.0
2023-09-28 00:00:00-04:00,82.31999969482422,82.61000061035156,81.22000122070312,81.56999969482422,3169000,0.0,0.0,0.0
2023-09-29 00:00:00-04:00,81.9000015258789,81.94000244140625,80.47000122070312,80.86000061035156,2398100,0.0,0.0,0.0
2023-10-02 00:00:00-04:00,81.18000030517578,81.27999877929688,79.19000244140625,79.38999938964844,3492100,0.0,0.0,0.0
2023-10-03 00:00:00-04:00,79.80999755859375,80.37000274658203,79.25,79.93000030517578,2899300,0.0,0.0,0.0
2023-10-04 00:00:00-04:00,77.97000122070312,77.97000122070312,75.22000122070312,75.58999633789062,7853800,0.0,0.0,0.0
2023-10-05 00:00:00-04:00,74.11000061035156,75.44999694824219,73.61000061035156,73.98999786376953,5599100,0.0,0.0,0.0
2023-10-06 00:00:00-04:00,74.43000030517578,74.56999969482422,73.33999633789062,74.16000366210938,3894400,0.0,0.0,0.0
2023-10-09 00:00:00-04:00,76.76000213623047,77.4000015258789,76.2300033569336,77.12999725341797,6892100,0.0,0.0,0.0
2023-10-10 00:00:00-04:00,77.19000244140625,77.19000244140625,76.19000244140625,76.70999908447266,4237600,0.0,0.0,0.0
2023-10-11 00:00:00-04:00,76.19000244140625,76.4000015258789,74.76000213623047,75.66999816894531,6048300,0.0,0.0,0.0
2023-10-12 00:00:00-04:00,76.58000183105469,76.61000061035156,74.62000274658203,75.41999816894531,4244100,0.0,0.0,0.0
2023-10-13 00:00:00-04:00,77.70999908447266,79.18000030517578,77.16000366210938,78.98999786376953,6765100,0.0,0.0,0.0
2023-10-16 00:00:00-04:00,78.62999725341797,78.88999938964844,77.87000274658203,78.38999938964844,5156200,0.0,0.0,0.0
2023-10-17 00:00:00-04:00,77.9800033569336,78.87999725341797,77.4000015258789,78.80000305175781,3914400,0.0,0.0,0.0
2023-10-18 00:00:00-04:00,79.72000122070312,80.36000061035156,79.31999969482422,79.83999633789062,4647300,0.0,0.0,0.0
2023-10-19 00:00:00-04:00,79.37000274658203,81.75,78.94000244140625,81.68000030517578,5924400,0.0,0.0,0.0
2023-10-20 00:00:00-04:00,81.58999633789062,81.9800033569336,80.16999816894531,80.69999694824219,4660500,0.0,0.0,0.0
2023-10-23 00:00:00-04:00,80.22000122070312,80.2699966430664,78.3499984741211,78.88999938964844,4607100,0.0,0.0,0.0
2023-10-24 00:00:00-04:00,78.04000091552734,78.22000122070312,76.30999755859375,76.93000030517578,6629600,0.0,0.0,0.0
2023-10-25 00:00:00-04:00,77.11000061035156,78.7300033569336,75.63999938964844,78.45999908447266,6116800,0.0,0.0,0.0
2023-10-26 00:00:00-04:00,76.83000183105469,77.58999633789062,76.48999786376953,76.88999938964844,3518500,0.0,0.0,0.0
2023-10-27 00:00:00-04:00,77.62000274658203,78.9800033569336,76.58000183105469,78.36000061035156,5522600,0.0,0.0,0.0
2023-10-30 00:00:00-04:00,77.23999786376953,77.58000183105469,75.36000061035156,76.05000305175781,5929500,0.0,0.0,0.0
2023-10-31 00:00:00-04:00,76.20999908447266,77.0199966430664,74.55999755859375,75.0199966430664,4604000,0.0,0.0,0.0
2023-11-01 00:00:00-04:00,76.66000366210938,76.72000122070312,74.23999786376953,74.75,4143000,0.0,0.0,0.0
2023-11-02 00:00:00-04:00,74.91000366210938,76.52999877929688,74.79000091552734,76.18000030517578,4191600,0.0,0.0,0.0
2023-11-03 00:00:00-04:00,75.29000091552734,76.41000366210938,74.13999938964844,74.8499984741211,5052600,0.0,0.0,0.0
2023-11-06 00:00:00-05:00,75.88999938964844,76.08999633789062,74.7699966430664,74.91000366210938,2764300,0.0,0.0,0.0
2023-11-07 00:00:00-05:00,72.98999786376953,73.1500015258789,71.61000061035156,71.80000305175781,7413600,0.0,0.0,0.0
2023-11-08 00:00:00-05:00,71.2699966430664,71.66999816894531,69.6500015258789,70.19000244140625,7264500,0.0,0.0,0.0
2023-11-09 00:00:00-05:00,70.75,71.66000366210938,70.13999938964844,70.25,4327700,0.0,0.0,0.0
2023-11-10 00:00:00-05:00,71.30999755859375,72.22000122070312,71.12000274658203,71.79000091552734,3754400,0.0,0.0,0.0
2023-11-13 00:00:00-05:00,71.80999755859375,72.95999908447266,71.7699966430664,72.91999816894531,3075600,0.0,0.0,0.0
2023-11-14 00:00:00-05:00,73.2300033569336,74.04000091552734,72.36000061035156,72.69000244140625,2688500,0.0,0.0,0.0
2023-11-15 00:00:00-05:00,71.80999755859375,72.37999725341797,71.18000030517578,71.33999633789062,5002800,0.0,0.0,0.0
2023-11-16 00:00:00-05:00,69.61000061035156,69.70999908447266,67.44999694824219,68.05000305175781,6745900,0.0,0.0,0.0
2023-11-17 00:00:00-05:00,69.13999938964844,70.94999694824219,69.13999938964844,70.75,5921000,0.0,0.0,0.0
2023-11-20 00:00:00-05:00,72.18000030517578,73.06999969482422,71.94000244140625,72.30000305175781,3985400,0.0,0.0,0.0
2023-11-21 00:00:00-05:00,72.05999755859375,72.58999633789062,71.75,72.52999877929688,2543500,0.0,0.0,0.0
2023-11-22 00:00:00-05:00,69.27999877929688,71.9000015258789,68.80999755859375,71.61000061035156,5283900,0.0,0.0,0.0
