Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-01-16 00:00:00-05:00,35.161498849122616,35.161498849122616,34.70866171748368,34.85566329956055,38000,0.0,0.0,0.0
2024-01-17 00:00:00-05:00,34.579419579488714,34.707675259317234,34.530091629856614,34.64847946166992,27800,0.0,0.0,0.0
2024-01-18 00:00:00-05:00,34.79646971417727,34.94445357430163,34.584356127532246,34.88526153564453,18100,0.0,0.0,0.0
2024-01-19 00:00:00-05:00,35.171368265202986,35.279888255171045,34.8319850276327,35.230560302734375,29000,0.0,0.0,0.0
2024-01-22 00:00:00-05:00,35.8521036197027,35.8521036197027,35.575864070814674,35.74357986450195,56600,0.0,0.0,0.0
2024-01-23 00:00:00-05:00,35.990222194036534,36.11847787894991,35.4476071996081,35.575862884521484,66100,0.0,0.0,0.0
2024-01-24 00:00:00-05:00,35.911295544006755,35.911295544006755,35.2946867864756,35.339080810546875,54500,0.0,0.0,0.0
2024-01-25 00:00:00-05:00,35.6942507712948,35.74357872295204,35.31047351164002,35.52653121948242,19200,0.0,0.0,0.0
2024-01-26 00:00:00-05:00,35.565995655869614,35.8816990677104,35.49200184545784,35.63505554199219,35500,0.0,0.0,0.0
2024-01-29 00:00:00-05:00,35.664654717311095,35.9803581237793,35.546263117274414,35.9803581237793,47600,0.0,0.0,0.0
2024-01-30 00:00:00-05:00,35.89156944545096,36.01982137815522,35.74358181419922,35.921165466308594,31600,0.0,0.0,0.0
2024-01-31 00:00:00-05:00,36.11847765656625,36.11847765656625,35.270023345947266,35.270023345947266,52100,0.0,0.0,0.0
2024-02-01 00:00:00-05:00,35.50680116296848,35.75344467163086,35.12203412813089,35.75344467163086,39100,0.0,0.0,0.0
2024-02-02 00:00:00-05:00,35.82250620260987,35.82250620260987,35.32921916256916,35.67451858520508,53800,0.0,0.0,0.0
2024-02-05 00:00:00-05:00,35.7435822109024,35.7435822109024,35.05791345455751,35.31935501098633,63300,0.0,0.0,0.0
2024-02-06 00:00:00-05:00,35.595594244860536,35.595594244860536,35.28679306850234,35.46733856201172,72800,0.0,0.0,0.0
2024-02-07 00:00:00-05:00,35.56599596286748,35.57586381153104,35.27101051431722,35.4870719909668,77700,0.0,0.0,0.0
2024-02-08 00:00:00-05:00,35.55612819924632,35.85209964934707,35.54626035160363,35.84223556518555,49700,0.0,0.0,0.0
2024-02-09 00:00:00-05:00,36.088882962687336,36.19740295410156,35.79784164151388,36.19740295410156,37000,0.0,0.0,0.0
2024-02-12 00:00:00-05:00,36.39472012227935,36.63149957636434,36.256600342180505,36.572303771972656,42100,0.0,0.0,0.0
2024-02-13 00:00:00-05:00,35.87183274871325,35.99022057991063,35.393343736460544,35.6054573059082,41600,0.0,0.0,0.0
2024-02-14 00:00:00-05:00,36.029684952427786,36.19740073536358,35.7830414385942,36.16780471801758,44000,0.0,0.0,0.0
2024-02-15 00:00:00-05:00,36.46377734715957,36.78934860229492,36.4144493955128,36.78934860229492,63600,0.0,0.0,0.0
2024-02-16 00:00:00-05:00,36.65123177631889,36.737061741651935,36.414452320520894,36.42431640625,42400,0.0,0.0,0.0
2024-02-20 00:00:00-05:00,36.56243746023813,36.56243746023813,35.990222676402645,36.13821029663086,45700,0.0,0.0,0.0
2024-02-21 00:00:00-05:00,36.10861355424498,36.12834548950195,35.931029900414124,36.12834548950195,25200,0.0,0.0,0.0
2024-02-22 00:00:00-05:00,36.28619220393889,36.43417981621663,36.16879040431009,36.36511993408203,17900,0.0,0.0,0.0
